title,rating,price,fan_rpm,noise_level,color,radiator_size
Zalman ALPHA2 A36,None,None,600 - 2000 RPM,29.7 dB,White,360 mm
GAMDIAS BOREAS E2-410,None,None,800 - 1800 RPM,10 - 32 dB,Black,None
GAMDIAS BOREAS E2-41D,None,None,800 - 1800 RPM,10 - 32 dB,Black,None
ABKONCORE CT408,None,None,800 - 1650 RPM,33 dB,Black,None
Akasa K32,None,None,600 - 3000 RPM,17.2 - 30.54 dB,None,None
Xilence LQ240PRO,5.0,$121.03,500 - 1500 RPM,22 - 24 dB,Black,240 mm
Akasa K25,None,None,600 - 3000 RPM,28.71 dB,None,None
Dynatron R27,None,$47.95,1000 - 3800 RPM,16 - 43.4 dB,None,None
ARCTIC Freezer 50 TR,None,None,200 - 1800 RPM,23.5 dB,Black,None
ID-COOLING SE-914-XT,4.5,None,600 - 2200 RPM,None,Black / Gray,None
Cooler Master MasterLiquid ML360 Sub-Zero EVO,None,None,None,30 dB,Black,360 mm
Thermalright Royal Pretor 130,None,None,1750 RPM,28.3 dB,White,None
Valkyrie SYN,None,None,800 - 2150 RPM,29 dB,White / Blue,240 mm
Valkyrie DRAGONFANG,None,None,800 - 2150 RPM,29 dB,White,360 mm
Corsair H70,4.0,None,1600 - 2000 RPM,26 - 31.5 dB,None,120 mm
Rosewill RCX-Z90-AL,4.0,$20.00,600 - 3000 RPM,15 - 30 dB,None,None
Silverstone NT07-1156,4.0,None,1200 - 3000 RPM,15 - 38 dB,None,None
Antec KUHLER H2O 620,4.0,None,1450 - 2000 RPM,None,None,120 mm
ARCTIC Alpine 64 GT,3.5,None,500 - 2000 RPM,None,None,None
Corsair H50,4.0,None,1700 RPM,30.32 dB,None,120 mm
CRYORIG R1 Universal,4.5,None,700 - 1300 RPM,20 - 25 dB,None,None
Thermalright TRUE Spirit 120M(BW) Rev.A,5.0,None,600 - 1300 RPM,25.4 dB,None,None
Cooler Master Nepton 120XL,4.0,None,2400 RPM,6.5 - 27 dB,None,120 mm
Cooler Master Hyper 612 Ver.2,4.0,None,800 - 1300 RPM,11 - 20 dB,None,None
ARCTIC Freezer 33 eSports ONE (Black/Yellow),4.5,None,200 - 1800 RPM,24.4 dB,Black / Yellow,None
Antec Mercury 360,4.0,None,900 - 1800 RPM,30 dB,Black / White,360 mm
Deepcool GAMERSTORM CAPTAIN 240X,5.0,None,500 - 1800 RPM,32.1 dB,Black,240 mm
upHere ACC92RGB,None,None,600 - 1700 RPM,16.1 - 27.7 dB,Black,None
Azza Blizzard SP 360,4.0,None,700 - 2200 RPM,36 dB,Black,360 mm
Deepcool GAMMAXX L240 A-RGB,None,None,500 - 1800 RPM,30 dB,White,240 mm
Jonsbo CR-1000 GT,None,None,700 - 1800 RPM,20.55 - 37.2 dB,Black,None
GAMDIAS CHIONE P3-240U,None,None,800 - 2000 RPM,10 - 31 dB,Black,240 mm
Thermalright Frozen Horizon ARGB,None,None,2150 RPM,28.1 dB,Black,360 mm
ID-COOLING DK-07A RAINBOW,None,None,500 - 1800 RPM,14.2 - 25.6 dB,Black,None
Thermaltake Floe DX RGB TT Premium Edition B,None,$189.99,500 - 1500 RPM,19 - 23.9 dB,Black,240 mm
ID-COOLING FROSTFLOW X LITE,None,None,700 - 1800 RPM,35.2 dB,Black,120 mm
Deepcool AG620 Digital ARGB,None,None,300 - 1950 RPM,29.4 dB,Black,None
AQIRYS Hydra ARGB,None,None,800 - 2000 RPM,25 - 34 dB,Black,240 mm
FSP Group MP7 ARGB,None,$53.99,800 - 1800 RPM,32 dB,Black / Silver,None
Akasa SOHO 360 Dusk,None,None,500 - 2000 RPM,14.5 - 31.8 dB,Black,360 mm
Cooler Master MasterLiquid Pro 140,None,None,650 - 2000 RPM,6 - 30 dB,None,140 mm
RAIJINTEK Orcus 280 RGW,None,$69.99,400 - 1800 RPM,28 dB,Black,280 mm
Silverstone IceGem 280,None,$179.15,600 - 1600 RPM,9.8 - 23.4 dB,Black,280 mm
Thermaltake TH240 V2 Ultra EX ARGB Sync,None,None,None,None,Black,240 mm
Enermax Aquafusion 240,4.5,Out of stock$94.97,500 - 2000 RPM,17 - 32.6 dB,Black,240 mm
Gigabyte AORUS LIQUID COOLER,4.0,None,2300 RPM,22.3 - 44.5 dB,Black,280 mm
ID-COOLING DK-03 RAINBOW,None,None,500 - 1800 RPM,14.2 - 25.6 dB,None,None
Xilence M704,None,None,700 - 1600 RPM,18 - 32.5 dB,Red / Black,None
Xilence LQ360 \\u200b\\u200bARGB,None,None,500 - 1500 RPM,18 - 30.2 dB,Black,360 mm
Zalman ZM-CNPS14X,None,None,950 - 1350 RPM,17 - 21 dB,None,None
Scythe Mugen 4,4.5,None,400 - 1400 RPM,5.3 - 28 dB,None,None
Thermalright AXP-100,None,None,900 - 2500 RPM,22 - 30 dB,None,None
Deepcool GAMMAXX S40,4.0,None,900 - 1600 RPM,17.8 - 26.1 dB,None,None
Deepcool Maelstrom 120T RF,None,None,600 - 1800 RPM,17.8 - 34.1 dB,None,120 mm
Antec C400,None,None,800 - 1900 RPM,20.3 - 34.5 dB,None,None
Gigabyte AORUS ATC700,4.0,None,500 - 1700 RPM,12 - 31 dB,Black / Orange,None
Alpenf\xc3\xb6hn Brocken 3,None,None,400 - 1050 RPM,22 dB,Black,None
ARCTIC Freezer 34 CO,4.5,None,200 - 1800 RPM,None,Black / Silver,None
Rosewill PB240-RGB,4.0,None,1500 RPM,26.8 dB,Black,240 mm
Silverstone PF360-ARGB,4.5,None,600 - 2200 RPM,7.4 - 35.6 dB,Black,360 mm
upHere C92,4.0,None,800 - 1800 RPM,15.1 - 31.6 dB,Black / Red,None
RAIJINTEK THEMIS BLACK,None,None,1000 - 1500 RPM,24.53 dB,Black / Silver,None
Scythe Mugen 5 Black RGB Edition,5.0,None,300 - 1200 RPM,4 - 24.9 dB,Black / Silver,None
Phanteks Glacier One 360MP,None,None,500 - 2200 RPM,18 - 34.2 dB,Black / White,360 mm
Silverstone IceGem 240P,None,None,600 - 2200 RPM,7.3 - 36.6 dB,Black,240 mm
Fractal Design Lumen S24,5.0,None,500 - 2000 RPM,10 - 33.2 dB,Black,240 mm
Asus TUF Gaming LC 120 RGB,5.0,None,800 - 2000 RPM,None,Black,120 mm
Thermaltake Water 3.0 Riing RGB 280,None,$180.42,300 - 1500 RPM,18.5 - 26.4 dB,Black / Red,280 mm
Thermaltake TOUGHLIQUID ARGB,None,None,500 - 2000 RPM,22.3 dB,Black,240 mm
ID-COOLING FROSTFLOW X 120 SNOW,None,None,700 - 1800 RPM,18 - 35.2 dB,White,120 mm
Noua Siberus Pro 120,None,None,800 - 1800 RPM,32 dB,Black,120 mm
Thermalright Frozen Magic ARGB,None,None,1500 RPM,25.6 dB,Black,360 mm
Iceberg Thermal IceFLOE OASIS 240,None,None,200 - 2200 RPM,28.9 dB,Black,240 mm
ID-COOLING FX240 ARGB,None,None,500 - 1800 RPM,35.2 dB,White,240 mm
Jonsbo CR-1400 DV2,None,None,800 - 2300 RPM,22.3 - 33.8 dB,White,None
Silverstone NovaPeak 360 ARGB,None,$138.29,500 - 2200 RPM,12.1 - 33.1 dB,Black,360 mm
Silverstone AR06,4.5,$48.34,2500 RPM,20 - 28.3 dB,None,None
Alphacool Eisbaer Aurora 280,None,$154.45,600 - 1500 RPM,None,Black,280 mm
Silverstone NT07-AM2,None,$17.68,1500 - 2500 RPM,15 - 25 dB,None,None
Gelid Solutions Rev. 4 Tranquillo,None,None,750 - 1600 RPM,12 - 26.7 dB,None,None
Cooler Master DK9-7E52A-0L-GP,3.5,$59.99,3200 RPM,25.17 dB,None,None
Xigmatek GAIA SD1283,4.5,$30.00,800 - 1500 RPM,16 - 24 dB,None,None
Gelid Solutions Glacier,None,None,500 - 1600 RPM,35 dB,Black,None
Valkyrie VIND SL125,None,None,800 - 2150 RPM,29 dB,White / Blue,None
YEYIAN Storm 1200,None,None,1000 - 1800 RPM,26.3 dB,Black / Silver,None
Zalman ALPHA2 A24,None,None,600 - 2000 RPM,29.7 dB,White,240 mm
Prolimatech PRO-SAM17,4.5,None,None,None,None,None
Phanteks PH-TC14PE,4.5,None,700 - 1200 RPM,13.4 - 19 dB,None,None
ARCTIC Alpine 11 Pro Rev. 2,4.0,None,500 - 2000 RPM,None,None,None
Corsair H110,4.5,None,1500 RPM,35 dB,None,280 mm
Dynatron K5,3.0,$29.95,1000 - 2500 RPM,14.7 - 29.8 dB,None,None
Cooler Master DK9-7G52A-0L-GP,4.0,None,4500 RPM,35 dB,None,None
Cooler Master Nepton 280L,4.0,None,2000 RPM,21 - 39 dB,None,280 mm
Deepcool GAMMAXX 200,4.0,None,900 - 2200 RPM,17.8 - 34.6 dB,None,None
Cooler Master Nepton 240M,4.5,None,2400 RPM,6.5 - 27 dB,None,240 mm
Cooler Master Seidon 120V VER.2,3.5,None,800 - 2400 RPM,6.5 - 27 dB,None,120 mm
Cooler Master MasterLiquid Pro 240,4.0,None,500 - 2000 RPM,6 - 30 dB,None,240 mm
be quiet! Silent Loop 360,5.0,None,2000 RPM,16.1 - 36.9 dB,None,360 mm
ARCTIC Alpine 12 Passive,5.0,None,None,0 dB,Black,None
Alphacool Eisbaer 280,5.0,None,1100 RPM,29.4 dB,Black / Blue,280 mm
ARCTIC Freezer 34 eSports,5.0,None,200 - 2100 RPM,None,Green / Black,None
ID-COOLING ZOOMFLOW 240,5.0,None,900 - 2000 RPM,16.3 - 33.5 dB,Black,240 mm
GameMax Iceberg 120,None,None,600 - 1800 RPM,25 - 32 dB,Black,120 mm
Jonsbo TW3-240,None,None,800 - 1500 RPM,25 dB,Black,240 mm
Scythe Katana 5,None,None,300 - 2300 RPM,7.3 - 28.83 dB,Black / Silver,None
Deepcool Neptwin RGB,None,None,500 - 1500 RPM,27 dB,Black / Silver,None
SilentiumPC Grandis 2 XE1436,None,None,500 - 1600 RPM,21 dB,Black / Silver,None
ID-COOLING AURAFLOW X,3.5,None,700 - 1800 RPM,18 - 35.2 dB,Black,240 mm
upHere C92,4.5,None,800 - 1800 RPM,15.1 - 31.6 dB,Black / Red,None
Rosewill ROCC-17001,5.0,None,1500 - 2500 RPM,13 - 25 dB,Silver,None
ID-COOLING SE-224-XT RGB,5.0,None,900 - 2000 RPM,16.2 - 31.5 dB,Black / White,None
Thermaltake TH240 ARGB Sync,4.0,None,1500 RPM,28.2 dB,Black,240 mm
ID-COOLING ZOOMFLOW X,4.0,None,700 - 1500 RPM,18 - 26.4 dB,Black,360 mm
Scythe Mugen 5 Black Edition,5.0,None,300 - 1500 RPM,4 - 29.75 dB,Black,None
Cougar AQUA,5.0,None,600 - 1800 RPM,35 dB,Black,240 mm
Fractal Design Lumen S28,None,None,500 - 1700 RPM,10 - 35.5 dB,Black,280 mm
GAMDIAS CHIONE M1,None,None,600 - 1200 RPM,None,Black,280 mm
Scythe Mugen 5 S,None,None,350 - 1800 RPM,4 - 22.9 dB,Black / Silver,None
ID-COOLING FROSTFLOW 240 XT,None,None,700 - 1800 RPM,15.2 - 35.2 dB,Black,240 mm
Inter-Tech ALSEYE X240,None,None,1600 RPM,35.6 dB,Gray / Black,240 mm
Thermalright Frozen Magic EX,None,None,1850 RPM,29.6 dB,Black,360 mm
ID-COOLING DASHFLOW XT,None,None,900 - 2000 RPM,32.5 dB,Black,360 mm
Silverstone NovaPeak 240 ARGB,None,$96.11,500 - 2200 RPM,12.1 - 33.1 dB,Black,240 mm
Xilence LQ120,None,None,700 - 1600 RPM,18 - 32.5 dB,Red / Black,120 mm
SilenX EFZ-92HA3,5.0,$33.17,2000 RPM,8 - 24 dB,None,None
Alpenf\xc3\xb6hn Silvretta,None,None,800 - 2800 RPM,None,None,None
ARCTIC Freezer i32,5.0,$67.00,None,None,None,None
Cooler Master MA621P TR4,5.0,None,600 - 1800 RPM,31 dB,Black / Silver,None
Noua Vex,None,None,1500 RPM,None,Black / Silver,None
Valkyrie DRAGONFANG,None,None,800 - 2150 RPM,29 dB,Black,240 mm
Cooler Master DP6-9EDSA-0L-GP,4.0,None,2600 RPM,24.5 dB,None,None
Zalman CNPS9500 AT,4.5,None,1300 - 2650 RPM,18 - 27.5 dB,None,None
Thermaltake CL-P0326,None,None,4200 RPM,44 dB,None,None
Thermaltake CL-P0187,None,$57.49,4800 RPM,36 dB,None,None
Antec KUHLER H2O 920,4.0,None,700 - 2400 RPM,27.4 dB,None,120 mm
Zalman CNPS10X OPTIMA,4.0,None,1000 - 1700 RPM,17 - 28 dB,None,None
Cooler Master GeminII M4,4.0,None,500 - 1600 RPM,8 - 30 dB,None,None
Phanteks PH-TC12DX_BK,4.5,None,600 - 1800 RPM,21.9 - 27.6 dB,None,None
Thermaltake Water 3.0 Pro,4.5,None,1000 - 2000 RPM,20 dB,None,120 mm
Zalman CNPS80F,4.0,None,2500 RPM,23.8 dB,None,None
ARCTIC Freezer i11,5.0,None,500 - 2000 RPM,22.5 dB,None,None
Thermalright Silver Arrow ITX,None,None,300 - 1300 RPM,17 - 24.9 dB,None,None
Alpenf\xc3\xb6hn ATLAS,None,None,400 - 1800 RPM,8 - 24.3 dB,None,None
ARCTIC Freezer 33,4.5,None,None,None,None,None
ID-COOLING AURAFLOW 240 SNOW,4.5,None,700 - 1800 RPM,18 - 35.2 dB,White,240 mm
SilentiumPC Fera 3 HE1224 v2,4.0,None,500 - 1600 RPM,None,None,None
ADATA XPG LEVANTE 240,4.0,None,600 - 2000 RPM,34 dB,Black,240 mm
ARESGAME RIVER 5,None,None,600 - 1800 RPM,26.2 dB,Black,None
GAMDIAS CHIONE M2,None,None,1800 RPM,None,Black,240 mm
Cooler Master Hyper H410R White Edition,None,None,600 - 2000 RPM,6 - 29 dB,None,None
Thermalright Frozen Magic 240,None,None,1500 RPM,25.6 dB,Black,240 mm
Thermalright Frozen Horizon ARGB,None,None,2150 RPM,28.1 dB,White,360 mm
ID-COOLING SE-224-XTS MINI,None,None,700 - 1600 RPM,31.5 dB,Black,None
YEYIAN VATN 120 ARGB,None,None,800 - 2000 RPM,25 - 32 dB,Black,120 mm
Jonsbo CR-1400 V2 ARGB,None,None,800 - 2200 RPM,22.3 - 33.8 dB,Black,None
Vetroo R240,None,None,None,None,White,240 mm
Thermalright Frozen Guardian,None,None,2150 RPM,27 dB,Black,360 mm
ID-COOLING DX240 MAX,None,None,None,32.5 dB,White,240 mm
Evercool HPM-12025,None,$42.00,800 - 2500 RPM,15 - 35 dB,None,None
Iceberg Thermal IceSLEET G4 OC,None,$24.99,600 - 1400 RPM,22.5 dB,Black / Teal,None
Sapphire NITRO+ S360-A,None,None,405 - 2400 RPM,17.9 - 36.2 dB,Black / Silver,360 mm
Dynatron R8,None,$42.95,None,None,None,None
Thermalright Macho Direct,None,$97.00,300 - 1300 RPM,15 - 21 dB,None,None
RAIJINTEK PALLAS 120 RGB,None,None,200 - 1400 RPM,28.43 dB,Black,None
GameMax Gamma 500 ARGB,None,None,1000 - 1800 RPM,26.3 dB,Black / Silver,None
Noctua NH-C12P SE14,4.5,None,750 - 1200 RPM,10.1 - 19.6 dB,None,None
Enermax ETS-T40-TB,4.5,$59.99,800 - 1800 RPM,10 - 21 dB,None,None
Thermaltake Water 2.0 Pro,4.5,None,1200 - 2000 RPM,10 - 27.36 dB,None,120 mm
Cooler Master Seidon 240M,4.0,None,600 - 2400 RPM,19 - 40 dB,None,240 mm
Titan TTC-NC85TZ(RB),None,$48.89,210 - 2100 RPM,28.8 dB,None,None
Cooler Master Hyper D92,4.0,None,800 - 2800 RPM,18 - 33 dB,None,None
RAIJINTEK TRITON,2.0,None,1000 - 2600 RPM,21.6 - 36.6 dB,None,240 mm
Deepcool CAPTAIN 360,4.5,None,600 - 2200 RPM,17.6 - 39.29 dB,None,360 mm
ARCTIC Alpine 11 GT Rev 2,4.0,None,2000 RPM,22.5 dB,None,None
LEPA EXllusion 240,4.0,None,500 - 1800 RPM,14 - 30 dB,None,240 mm
Deepcool Maelstrom 120T,4.5,None,600 - 1800 RPM,17.8 - 34.1 dB,None,120 mm
Deepcool CAPTAIN360EX,2.5,None,500 - 1800 RPM,17.6 - 31.3 dB,None,360 mm
Deepcool CAPTAIN 240 EX,4.5,None,500 - 1800 RPM,17.6 - 31.3 dB,None,240 mm
Deepcool LUCIFER V2,None,None,300 - 1400 RPM,12.6 - 31.1 dB,None,None
Cooler Master Hyper 212 LED Turbo (Black),4.5,None,600 - 1600 RPM,9 - 31 dB,None,None
ARCTIC Freezer 33 eSports Edition (Black/Red),5.0,None,200 - 1800 RPM,24.4 dB,None,None
ARCTIC Alpine 11 - Passive,5.0,None,None,0 dB,None,None
EVGA CLC 120 CL11,4.0,None,1800 RPM,32.1 dB,None,120 mm
Akasa Venom,None,None,600 - 1900 RPM,6.9 - 28.9 dB,Yellow / Black,None
SilentiumPC Navis RGB 280,5.0,None,800 - 1800 RPM,None,Black,280 mm
Cougar Helor 240,5.0,None,600 - 1800 RPM,37.1 dB,Black,240 mm
Scythe Mugen 5 TUF Gaming Alliance,5.0,None,300 - 1200 RPM,4 - 24.9 dB,Brown / Black,None
CRYORIG C7G,4.5,None,600 - 2500 RPM,30 dB,Black / Silver,None
CRYORIG H7 ULTRA,None,None,300 - 1600 RPM,25 dB,Black / Silver,None
GameMax Iceberg 240 ARGB,None,None,1100 RPM,25 dB,Black,240 mm
GameMax Gamma 500 RGB,4.0,None,1000 - 1800 RPM,26.3 dB,Black / Silver,None
Cooler Master MasterLiquid ML360P Silver Edition ARGB,4.0,None,650 - 1800 RPM,8 - 30 dB,Silver / Black,360 mm
Deepcool GAMERSTORM CAPTAIN 240X WHITE,5.0,None,500 - 1800 RPM,32.1 dB,White / Black,240 mm
Cooler Master I71C RGB,None,None,1800 RPM,28 dB,Silver / Black,None
Alpenf\xc3\xb6hn Brocken 3,None,None,400 - 1050 RPM,22 dB,Black,None
Antec Neptune 240 ARGB,5.0,None,900 - 1600 RPM,20 - 36 dB,Black,240 mm
Thermalright Assassin King 120 Mini,None,None,1500 RPM,25.2 dB,Black / Silver,None
MSI CORE FROZR S,None,None,500 - 1800 RPM,17.2 - 33.6 dB,Black / Red,None
Thermalright Ultra120EX REV.4,None,None,2150 RPM,28.1 dB,Black,None
Thermalright Silver Soul 135,5.0,None,1850 RPM,29.6 dB,White,None
ID-COOLING ICEFLOW ARGB,None,None,900 - 2000 RPM,16 - 31.5 dB,Black,240 mm
ID-COOLING SE-914-XT ARGB V2,None,None,600 - 2200 RPM,14 - 25.8 dB,None,None
EK EK-Nucleus AIO CR240 Vision D-RGB,None,None,500 - 2200 RPM,33.5 dB,Black,240 mm
Alpenf\xc3\xb6hn Dolomit Advanced,None,None,500 - 1600 RPM,23.5 dB,Black,None
Jonsbo PISA A5,None,None,800 - 1850 RPM,36.8 dB,White,None
TEAMGROUP SIREN GD240E,None,None,600 - 2200 RPM,14.3 - 35.6 dB,Black,240 mm
TEAMGROUP SIREN GD240E,None,None,600 - 2200 RPM,14.3 - 35.6 dB,White,240 mm
Inter-Tech ALSEYE X120,None,None,1600 RPM,35.6 dB,Gray / Black,120 mm
Cooler Master MasterAir MA824 Stealth 30th Anniversary Edition,None,None,None,0 - 24.6 dB,Black,None
ID-COOLING DASHFLOW XT LITE,None,None,500 - 2000 RPM,29.85 dB,Black,360 mm
ID-COOLING FX360 ARGB,None,None,500 - 1800 RPM,35.2 dB,White,360 mm
ID-COOLING SE-214-XT RING,None,None,900 - 2000 RPM,33.5 dB,White / Black,None
ID-COOLING SE-903-XT-ARGB,None,None,500 - 2200 RPM,25.8 dB,White,None
Akasa SOHO 240 Dusk,None,None,500 - 2000 RPM,14.5 - 31.8 dB,Black,240 mm
Akasa SOHO 240 Dawn,None,None,500 - 2000 RPM,14.5 - 31.8 dB,White,240 mm
SilentiumPC Spartan 4,None,None,800 - 2000 RPM,None,Black / Silver,None
Lian Li Galahad AIO240 (2022),5.0,None,800 - 1900 RPM,32 dB,White / Silver,240 mm
ARCTIC Freezer 11 LP,3.5,None,900 - 2000 RPM,None,None,None
Enermax AQUAFUSION ADV,None,None,500 - 2000 RPM,15 - 32.6 dB,White,360 mm
Fractal Design Lumen S28 RGB,4.0,None,500 - 1700 RPM,10 - 35.5 dB,Black,280 mm
Thermaltake TOUGHAIR 510,None,$59.99,500 - 1200 RPM,23.6 dB,Teal,None
Cooler Master MasterLiquid PL360 FLUX 30TH Anniversary Edition,None,None,None,30 dB,Black,360 mm
Silverstone NT07-115X,None,$28.56,1200 - 3400 RPM,18 - 26 dB,None,None
Zalman CNPS17X,None,None,800 - 1500 RPM,29 dB,Black / Silver,None
Thermalright Core Matrix,None,None,2150 RPM,27 dB,White,240 mm
In Win SR24 PRO,None,None,500 - 2500 RPM,23 dB,Black,240 mm
Syba CL-CNL-EOLE802,None,Out of stock$15.29,2200 RPM,25 dB,None,None
Enermax ETS-T40F-TB,4.0,None,900 - 1800 RPM,11 - 21 dB,None,None
Silverstone AR08,None,$43.99,1500 - 2800 RPM,14.1 - 27.7 dB,Blue / Silver,None
Akasa Soho H4,None,None,500 - 2000 RPM,14.2 - 31.8 dB,Black,None
In Win SR36 PRO,None,$164.07,500 - 2500 RPM,23 dB,Black,360 mm
ADATA XPG LEVANTE II 360,None,None,800 - 2000 RPM,19.78 - 29.33 dB,White,360 mm
ARCTIC Alpine 64 Pro Rev 2,2.0,None,500 - 2000 RPM,None,None,None
Corsair A70,5.0,None,1600 - 2000 RPM,26 - 31.5 dB,None,None
Xigmatek Thors Hammer,4.0,None,None,0 dB,None,None
Xigmatek LOKI SD963,4.0,None,1200 - 2800 RPM,20 - 28 dB,None,None
Antec Performance Max,None,None,None,None,None,None
ARCTIC Freezer 13 Pro,3.5,None,300 - 1350 RPM,None,None,None
Noctua NH-U9DX 1366,None,None,1000 - 1600 RPM,7.9 - 17.6 dB,None,None
Cooler Master Hyper 612,5.0,None,600 - 2000 RPM,9 - 36 dB,None,None
Thermaltake A1964,None,None,5500 RPM,None,None,None
Phanteks PH-TC14PE_BK,4.5,None,900 - 1200 RPM,13.4 - 19 dB,None,None
Phanteks PH-TC12DX,4.5,None,600 - 1800 RPM,21.9 - 27.6 dB,None,None
Thermaltake NiC C5,4.0,None,1000 - 2000 RPM,20 - 39.9 dB,None,None
Titan TTC-NK85TZ/CS2,5.0,None,800 - 2200 RPM,15 - 35 dB,None,None
Swiftech H320,4.0,None,800 - 1800 RPM,16 - 33 dB,None,360 mm
Thermalright Macho Rev.A.,4.0,None,900 - 1300 RPM,17 - 21 dB,None,None
Deepcool NEPTWIN V2.0,4.0,None,1300 RPM,26.6 dB,None,None
Cooler Master Blizzard T2,None,None,2200 RPM,30 dB,None,None
Raidmax Cobra 240,None,None,500 - 1800 RPM,21.2 dB,None,240 mm
Thermalright Le Grand Macho,None,None,None,None,None,None
be quiet! Silent Loop 240,5.0,None,2000 RPM,16.1 - 36.9 dB,None,240 mm
Deepcool ICE BLADE 100,3.0,None,2200 RPM,31.6 dB,None,None
Cooler Master MasterAir Pro 4,5.0,None,650 - 2000 RPM,6 - 30 dB,None,None
Alpenf\xc3\xb6hn Sella,None,None,850 - 2200 RPM,14 - 29.8 dB,None,None
Alpenf\xc3\xb6hn Brocken 2 PCGH,None,None,700 RPM,18.5 dB,None,None
Alpenf\xc3\xb6hn Matterhorn Pure,5.0,None,500 - 1500 RPM,8 - 24.8 dB,None,None
Cooler Master Seidon 240V,3.0,None,800 - 2400 RPM,12 - 35 dB,None,240 mm
Deepcool CAPTAIN 240EX RGB,4.0,None,500 - 1800 RPM,17.6 - 31.3 dB,None,240 mm
OcUK 240mm Extreme,None,None,None,None,None,240 mm
ID-COOLING FROSTFLOW+ 120 SNOW,None,None,700 - 1500 RPM,18 - 26.4 dB,White,120 mm
Deepcool Castle 280 RGB,3.5,None,500 - 1800 RPM,19.8 - 35.4 dB,Black,280 mm
Deepcool Fryzen,None,None,500 - 1800 RPM,17.8 - 41.5 dB,Silver / Black,None
Antec Mercury 240 RGB,3.0,None,900 - 1800 RPM,36 dB,Black / White,240 mm
CRYORIG H7 Plus,None,None,300 - 1600 RPM,25 dB,Black / Silver,None
Deepcool NEPTWIN WHITE,4.0,None,900 - 1500 RPM,17.8 - 30 dB,White,None
Rosewill PB240,5.0,None,600 - 1800 RPM,34.1 dB,Black,240 mm
Cooler Master Hyper 212 RGB Phantom Gaming Edition,None,None,650 - 2000 RPM,8 - 30 dB,Black,None
RAIJINTEK DELOS RBW,None,$86.80,650 - 2000 RPM,22.95 dB,Black,None
Thermalright SilverArrow TR4,None,None,600 - 2500 RPM,21 - 45 dB,Silver / Red,None
Rosewill ROCC-16002,4.5,None,800 - 2000 RPM,23.6 dB,Blue / Black,None
SilentiumPC Navis RGB 120,None,None,800 - 2300 RPM,None,Black,120 mm
GAMDIAS CHIONE M1A 240R,4.0,None,1200 - 1500 RPM,None,Black,240 mm
ARCTIC Alpine AM4 LP,None,None,100 - 2000 RPM,None,Black / White,None
Jonsbo HP-400,None,None,800 - 3000 RPM,14 - 33 dB,Blue / White,None
Gelid Solutions Phantom Black,4.0,None,750 - 1600 RPM,12 - 26.7 dB,Black / Silver,None
Gelid Solutions Sirocco,None,None,750 - 2000 RPM,40.4 dB,Black / Silver,None
Scythe Mugen 5,5.0,None,300 - 1500 RPM,4 - 29.75 dB,None,None
upHere AC12,5.0,None,600 - 1750 RPM,16.1 - 27.7 dB,Black,None
upHere CC120RGB,None,None,600 - 1700 RPM,16.1 - 27.7 dB,Black / White,120 mm
upHere CC2402-usa,None,None,600 - 1700 RPM,16.1 - 27.7 dB,Black,240 mm
Deepcool CAPTAIN 240 RGB V2,5.0,None,500 - 1800 RPM,30 dB,Black,240 mm
RAIJINTEK EOS 240 RBW,4.0,None,800 - 1800 RPM,28 dB,Black,240 mm
ID-COOLING DK,None,None,500 - 1800 RPM,14.2 - 25.6 dB,Black / Silver,None
Thermalright AXP-90R,None,None,2700 RPM,22.4 dB,Orange / Red,None
Thermaltake Water 3.0 Riing Red 140,None,None,400 - 1500 RPM,18.5 - 26.4 dB,Black / Red,140 mm
ID-COOLING DK-01S,None,None,2200 RPM,23.8 dB,None,None
ID-COOLING SE-224-XT BLACK V2,None,None,700 - 1800 RPM,15.2 - 35.2 dB,None,None
ID-COOLING SE-225-XT BLACK V2,None,None,700 - 1800 RPM,15.2 - 35.2 dB,None,None
ID-COOLING ICEFLOW 240 ARGB SNOW,None,None,900 - 2000 RPM,16 - 31.5 dB,White,240 mm
Deepcool UL551 RGB,None,None,500 - 1800 RPM,26.8 dB,Black,None
Noua Ena,None,None,800 - 1800 RPM,28 dB,Black / Silver,None
Deepcool LE320,None,None,500 - 2250 RPM,32.9 dB,Black,120 mm
Thermalright Frozen Magic ARGB,None,None,1500 RPM,25.6 dB,Black,240 mm
Thermalright Frozen Magic EX,None,None,1850 RPM,29.6 dB,Black,240 mm
ID-COOLING DK-07i RAINBOW,None,None,500 - 1800 RPM,14.2 - 25.6 dB,Black,None
ID-COOLING IS-65-XT,None,None,500 - 2200 RPM,32.3 dB,Black,None
ID-COOLING ZOOMFLOW XT V2,None,None,500 - 1800 RPM,13.8 - 35.2 dB,Black,240 mm
ID-COOLING SE-214-XT-WL,None,None,700 - 1800 RPM,35.2 dB,White,None
PC Cooler DE360,None,None,600 - 1850 RPM,16 - 33.8 dB,Black,360 mm
Ocypus Iota A40,None,None,500 - 2000 RPM,29 dB,White,None
SilentiumPC Spartan 4 MAX,None,None,300 - 1600 RPM,None,Black / Silver,None
Valkyrie DRAGONFANG,None,None,800 - 2150 RPM,29 dB,White,240 mm
ARCTIC Freezer 33 CO,None,$53.69,None,22.5 dB,None,None
Silverstone PF120-ARGB,5.0,None,600 - 2200 RPM,7.4 - 35.6 dB,Black,120 mm
