title,rating,price,fan_rpm,noise_level,color,radiator_size
Deepcool LE300 Marrs,None,None,500 - 2250 RPM,32.9 dB,Black,120 mm
Thermaltake TH420 ARGB Sync,None,$139.99,500 - 1800 RPM,34.7 dB,White,420 mm
Thermalright Frozen Magic ARGB,None,None,1500 RPM,25.6 dB,White,240 mm
Antec A40PRO,5.0,$52.61,800 - 2200 RPM,16 - 23 dB,None,None
Asus TUF Gaming LC 120 ARGB,None,None,800 - 2000 RPM,None,Black,120 mm
Cooler Master MasterAir MA610P ARGB,None,$148.86,650 - 1800 RPM,8 - 27 dB,None,None
Noctua NH-C14,4.5,None,750 - 1200 RPM,10.1 - 19.6 dB,None,None
Asus ROG Strix LC 360,5.0,Out of stock$239.99,800 - 2500 RPM,37.6 dB,Black,360 mm
Zalman CNPS10X Performa,5.0,$88.88,700 - 1500 RPM,27 dB,Black,None
Jonsbo HP400S,None,None,900 - 2800 RPM,20.2 - 34 dB,Blue / Silver,None
Thermalright SI-100,None,None,2000 RPM,27.7 dB,Gray,None
Thermaltake UX 210 ARGB,None,$42.23,600 - 2000 RPM,34.3 dB,Black / Silver,None
Enermax AQUAFUSION ADV 240,5.0,None,500 - 2000 RPM,15 - 32.6 dB,Black,240 mm
Thermaltake TH420 ARGB Sync,5.0,None,500 - 1800 RPM,34.7 dB,Black,420 mm
ID-COOLING ZOOMFLOW XT V2,None,None,500 - 1800 RPM,13.8 - 35.2 dB,Black,360 mm
Cougar Poseidon Elite ARGB 240,None,$139.52,500 - 2200 RPM,33.5 dB,White,240 mm
Zalman CNPS10X Performa,None,None,700 - 1500 RPM,27 dB,White,None
Dynatron R25,3.0,$44.95,1000 - 7000 RPM,21.5 - 59.14 dB,None,None
be quiet! Dark Rock 2,5.0,None,1300 RPM,8.7 - 21.2 dB,None,None
NZXT Kraken X41,4.5,None,800 - 2000 RPM,20 - 37 dB,None,140 mm
NZXT Kraken X42 Rev 2,4.0,None,500 - 1800 RPM,21 - 38 dB,None,140 mm
Aerocool P7-L240,5.0,None,600 - 1800 RPM,10.5 - 31.8 dB,Black,240 mm
Deepcool GAMMAXX L120,4.0,None,500 - 1800 RPM,17.8 dB,Black,120 mm
Thermaltake UX200 ARGB,3.0,$36.47,300 - 1500 RPM,26.33 dB,Black,None
GAMDIAS BOREAS M2-51D,None,None,800 - 1800 RPM,10 - 32 dB,White,None
ID-COOLING IS-47-XT,None,None,800 - 2800 RPM,35.2 dB,White,None
Thermaltake TOUGHLIQUID 360 EX Pro ARGB Sync,None,None,500 - 2000 RPM,31.6 dB,Black,280 mm
GameMax Twin 600,None,None,800 - 2500 RPM,None,Black,None
ARCTIC Freezer i35 RGB,None,$33.26,200 - 1700 RPM,None,Black,None
Iceberg Thermal IceSLEET X5,None,$29.99,500 - 1850 RPM,0 - 36 dB,Teal / Silver,None
Enermax AQUAFUSION ADV 360,None,None,500 - 2000 RPM,15 - 32.6 dB,Black,360 mm
Phanteks GLACIER ONE 240D30,None,None,250 - 2000 RPM,30.2 dB,White,240 mm
ID-COOLING FROZN A410 DW,None,None,500 - 2000 RPM,29.85 dB,White,None
Enermax LIQTECH TR4 II 360,4.0,None,500 - 2300 RPM,14 - 28 dB,Black,360 mm
Enermax ETS-N31-02,4.5,None,800 - 2000 RPM,24.5 dB,Black / Silver,None
Zalman CNPS9X Performa ARGB,None,$32.99,700 - 1800 RPM,28 dB,White,None
be quiet! Shadow Rock Slim,4.5,None,400 - 1400 RPM,11.5 - 23.7 dB,None,None
NZXT Kraken X31,4.5,None,800 - 2000 RPM,18 - 34 dB,None,120 mm
Thermalright Macho Rev.B,5.0,None,300 - 1300 RPM,15 - 21 dB,None,None
Cooler Master MasterLiquid ML240R RGB Phantom Gaming Edition,None,None,650 - 2000 RPM,6 - 30 dB,Black,240 mm
Tempest Subzero RGB,None,None,800 - 1650 RPM,None,Black / Silver,None
Zalman CNPS5X Performa,4.0,None,1400 - 2800 RPM,20 - 32 dB,None,None
CRYORIG M9a,5.0,None,600 - 2200 RPM,26.4 dB,None,None
ARCTIC Liquid Freezer II 240 RGB,None,None,200 - 1800 RPM,22.5 dB,Black,240 mm
Thermaltake Floe Riing RGB 240 TT Premium Edition,4.0,$79.98,500 - 1400 RPM,19.8 - 24.7 dB,None,240 mm
GAMDIAS CHIONE M3,None,$89.99,800 - 2000 RPM,None,White,240 mm
ARCTIC Freezer i35,None,$106.32,200 - 1800 RPM,None,Black / White,None
Corsair H100,4.0,None,1300 - 2500 RPM,22 - 39 dB,None,240 mm
Thermaltake Water 3.0 Performer,5.0,None,1000 - 2000 RPM,20 dB,None,120 mm
Titan TTC-NC95TZ(RB),4.0,None,150 - 1500 RPM,28.6 dB,None,None
Thermaltake Water 3.0 Ultimate,4.0,None,1000 - 2000 RPM,20 dB,None,360 mm
Intel BXTS13A,None,None,None,None,None,None
GameMax Iceberg 240,None,None,600 - 1800 RPM,25 - 32 dB,Black,240 mm
aigo Shadow Max,5.0,None,800 - 2500 RPM,29.6 dB,Black,None
Thermalright AXP90-X53,5.0,None,2700 RPM,22.4 dB,Black,None
ADATA XPG LEVANTE 360,None,$159.99,600 - 2000 RPM,34 dB,Black,360 mm
ID-COOLING PINKFLOW 240 DIAMOND PURPLE,None,None,900 - 2000 RPM,16.3 - 33.5 dB,Pink / Purple,240 mm
Cooler Master Hyper 212 LED White Edition,None,None,600 - 1600 RPM,9 - 31 dB,None,None
Thermalright Assassin X 90 SE,4.0,None,2400 RPM,27.3 dB,Black / Silver,None
Xilence M906,None,None,500 - 1500 RPM,18 - 30.8 dB,Black,None
Silverstone NovaPeak 240,None,$107.79,600 - 2200 RPM,35.1 dB,Black,240 mm
Thermalright Aqua Elite ARGB V2,None,None,2000 RPM,28.2 dB,None,240 mm
Cooler Master Hyper 212 Plus,4.5,$99.99,600 - 2000 RPM,13 - 32 dB,None,None
Thermaltake TOUGHAIR 710,None,$84.99,300 - 1400 RPM,18.5 - 23.9 dB,Gray,None
Silverstone NT09-115X,None,$24.01,550 - 2500 RPM,18.5 - 32 dB,None,None
Alphacool Eisbaer 240,5.0,$119.50,550 - 1700 RPM,29 dB,Black,240 mm
Enermax Liqmax III 120 HF,2.0,$92.64,500 - 2000 RPM,14 - 32 dB,Black,120 mm
Corsair H90,4.0,$204.99,1500 RPM,35 dB,None,140 mm
Jonsbo CR-1000,None,None,700 - 1800 RPM,20.55 - 37.2 dB,White,None
Mars Gaming MCPU-XTW,None,None,800 - 1600 RPM,9 - 26 dB,White,None
Deepcool CASTLE 360EX RGB,5.0,None,500 - 1800 RPM,35 dB,Black,360 mm
Corsair H80i GT,4.5,None,2435 RPM,37.7 dB,None,120 mm
CRYORIG H5 Ultimate,4.5,None,700 - 1300 RPM,19 - 23 dB,None,None
Cooler Master MasterLiquid Pro 280,4.5,None,650 - 2200 RPM,6 - 30 dB,None,280 mm
ID-COOLING FROSTFLOW+ 240,None,None,700 - 1800 RPM,18 - 35.2 dB,Black / White,240 mm
Cooler Master Hyper H410R,None,None,600 - 2000 RPM,29.4 dB,Black / Red,None
Thermaltake Floe DX RGB 240 TT Premium Edition,None,$189.99,500 - 1500 RPM,19 - 23.9 dB,Black / Gray,240 mm
Deepcool CASTLE 120R,None,None,500 - 1800 RPM,32 dB,Black,120 mm
GAMDIAS BOREAS M1,None,None,800 - 2600 RPM,10 - 32 dB,Black / Silver,None
Thermaltake TOUGHLIQUID ARGB,None,$124.98,500 - 2000 RPM,22.3 dB,Teal,240 mm
Vetroo Shadow,None,None,800 - 2500 RPM,29.6 dB,Black,None
Zalman ALPHA2 A24,None,None,600 - 2000 RPM,29.7 dB,Black,240 mm
PC Cooler RZ400 V2,None,None,500 - 2200 RPM,32 dB,White,None
Thermalright Silver Arrow 130,None,$157.58,600 - 1500 RPM,19 - 23 dB,Silver,None
Alpenf\xc3\xb6hn Glacier Water 240,None,None,500 - 1600 RPM,23.5 dB,Black,240 mm
Alphacool Eisbaer LT360,None,$124.75,550 - 1700 RPM,29 dB,Black,360 mm
Iceberg Thermal IceSLEET X6,None,$31.99,500 - 1850 RPM,0 - 36 dB,Teal / Silver,None
TEAMGROUP SIREN GD360E,None,None,600 - 2200 RPM,14.3 - 35.6 dB,Black,360 mm
Sapphire NITRO+ S240-A,4.0,None,405 - 2400 RPM,17.9 - 36.2 dB,Black / Silver,240 mm
Sunbeam CR-CCTF,None,$19.80,1000 - 2000 RPM,16 - 20 dB,None,None
Iceberg Thermal IceSLEET X7 Dual,None,$37.99,500 - 1850 RPM,0 - 38 dB,Teal / Silver,None
Phanteks Glacier One 240 T30,None,None,1200 - 3000 RPM,11.1 - 39.7 dB,Gray,240 mm
Asus ROG STRIX LC II ARGB,4.0,None,800 - 2500 RPM,37.6 dB,Black,120 mm
Alpenf\xc3\xb6hn Dolomit Premium,None,$88.16,500 - 1600 RPM,23.5 dB,Black,None
Cooler Master V8,4.0,None,800 - 1800 RPM,17 - 21 dB,None,None
Reeven Brontes RC-1001b,None,None,650 - 2200 RPM,10.5 - 31.67 dB,None,None
Deepcool CAPTAIN 120EX RGB,4.0,None,500 - 1800 RPM,17.6 - 31.3 dB,None,120 mm
ARCTIC Freezer 12,4.0,None,None,22.5 dB,None,None
Deepcool GAMMAXX 300 R,4.5,None,900 - 1600 RPM,17.8 - 21 dB,None,None
ID-COOLING FROSTFLOW+ 240 SNOW,4.0,None,700 - 1500 RPM,18 - 26.4 dB,White,240 mm
Asus ROG Strix LC 240,5.0,None,800 - 2500 RPM,37.6 dB,Black,240 mm
Silverstone PF240-ARGB,4.0,None,600 - 2200 RPM,7.4 - 35.6 dB,Black,240 mm
Gigabyte AORUS LIQUID COOLER,4.0,None,2500 RPM,18 - 39.5 dB,Black,240 mm
ID-COOLING SE-224-XT,4.0,None,700 - 1800 RPM,15.2 - 32.5 dB,White,None
Cooler Master MasterLiquid ML240 Mirror,5.0,None,650 - 1800 RPM,8 - 27 dB,Black,240 mm
Azza Blizzard SP 240,None,None,700 - 2200 RPM,36 dB,Black,240 mm
Thermaltake Water 3.0 Riing Red 280,None,None,300 - 1500 RPM,18.5 - 26.4 dB,Black / Red,280 mm
Deepcool LE300,None,None,500 - 2250 RPM,None,Black,120 mm
ID-COOLING FX240ARGB,None,None,500 - 1800 RPM,35.2 dB,Black,240 mm
ID-COOLING SPACE LCD,None,None,500 - 1800 RPM,35.2 dB,White,240 mm
Silverstone NovaPeak 360,None,$126.98,600 - 2200 RPM,35.1 dB,Black,360 mm
Zalman CNPS9500A-LED,4.0,$34.99,1350 - 2600 RPM,18 - 27.5 dB,None,None
Xilence M704PRO.ARGB,None,$88.16,800 - 1800 RPM,18 - 32.2 dB,None,None
SilenX EFZ-92HA2,None,$19.98,2400 RPM,8 - 24 dB,None,None
Asus ROG Strix LC 120,5.0,None,800 - 2500 RPM,37.6 dB,Black,120 mm
Alphacool Eisbaer Aurora 240,None,$137.35,800 - 2000 RPM,None,Black,240 mm
Akasa Vegas Chroma AM,None,None,500 - 1800 RPM,32.5 dB,Black,None
Gigabyte GAMING 360,None,None,500 - 2200 RPM,13.8 - 35.8 dB,White,360 mm
Cooler Master i70C,None,None,650 - 1800 RPM,28 dB,Black / Silver,None
ARCTIC Freezer 33 eSports Edition (Black/White),4.0,None,200 - 1800 RPM,24.4 dB,None,None
Deepcool Castle 240 RGB,4.5,None,500 - 1800 RPM,17.8 - 30 dB,Black,240 mm
Enermax ETS-T50 AXE ARGB,3.5,None,500 - 1600 RPM,14 - 24 dB,Black,None
Deepcool CASTLE 280EX,4.5,None,400 - 1600 RPM,39.8 dB,Black,280 mm
Cooler Master Hyper T200,None,None,800 - 2200 RPM,31 dB,None,None
SilentiumPC Fortis 5 Dual Fan,None,None,300 - 1400 RPM,None,Black / Silver,None
Enermax ETS-F40-FS,4.0,None,300 - 1200 RPM,10 - 23 dB,Black,None
Thermalright Frozen Magic 360,None,None,1500 RPM,25.6 dB,Black,360 mm
ID-COOLING IS-40X V3,None,None,800 - 2800 RPM,35.2 dB,Black,None
Deepcool AG620 Digital,None,None,300 - 1950 RPM,29.4 dB,Black / Silver,None
GAMDIAS CHIONE M4-420,None,None,800 - 1600 RPM,11 - 29 dB,Black,420 mm
Thermaltake TOUGHLIQUID Ultra RGB,None,$169.81,500 - 2000 RPM,30.7 dB,Black,280 mm
Titan DC-155A915Z/RPW,None,None,1000 - 2600 RPM,24.8 - 33.4 dB,None,None
ID-COOLING IS-67-XT,None,None,500 - 2200 RPM,35.2 dB,White,None
Deepcool LS320,3.0,None,500 - 2250 RPM,32.9 dB,Black,120 mm
KOLINK Umbra Void,None,None,2200 RPM,30 dB,Black,120 mm
CRYORIG R1 Ultimate,4.5,None,700 - 1300 RPM,23 dB,None,None
Scythe Mugen 5 Rev.C,5.0,None,300 - 1500 RPM,4 - 28.6 dB,Black / Silver,None
Jonsbo CR-1400 V2 ARGB,None,None,800 - 2200 RPM,22.3 - 33.8 dB,White,None
ARCTIC Alpine 64 PLUS,5.0,None,600 - 2000 RPM,None,None,None
Cooler Master Seidon 120M,4.5,None,600 - 2400 RPM,19 - 40 dB,None,120 mm
CRYORIG M9i,4.5,None,600 - 2200 RPM,26.4 dB,None,None
NZXT Kraken X52 Rev 2,4.5,None,500 - 2000 RPM,21 - 36 dB,None,240 mm
Deepcool GAMMAXX GT,4.5,None,500 - 1500 RPM,17.8 - 29.5 dB,None,None
SilentiumPC Spartan 3 LT HE1012,None,None,800 - 2000 RPM,None,Black / Silver,None
Deepcool GAMMAXX 400S,4.0,None,1300 RPM,14.6 dB,Black / Silver,None
Deepcool AS500,5.0,None,500 - 1200 RPM,29.2 dB,Black / Silver,None
GAMDIAS CHIONE E2,None,None,1800 RPM,None,Black,120 mm
MSI MAG CORELIQUID R,None,None,500 - 2000 RPM,14.3 - 34.3 dB,Black,120 mm
ID-COOLING SE-226-XT,None,None,500 - 1500 RPM,13.8 - 30.5 dB,White,None
ID-COOLING SE-224-XT ARGB V3,None,None,500 - 1500 RPM,13.8 - 30.5 dB,None,None
ID-COOLING AURAFLOW X 240 EVO,None,None,700 - 1800 RPM,18 - 35.2 dB,Black,240 mm
Deepcool AG500 ARGB,None,None,300 - 1850 RPM,29.4 dB,Black / Silver,None
Deepcool AG500,None,None,300 - 1850 RPM,29.4 dB,Black / Silver,None
Thermalright Frozen Magic Scenic V2,5.0,None,2150 RPM,28.1 dB,White,240 mm
ID-COOLING SE-224-XTS ARGB,None,None,600 - 1500 RPM,28.9 dB,White,None
YEYIAN VATN ARGB 240,None,None,800 - 2000 RPM,25 - 32 dB,Black,240 mm
Silverstone AR12 RGB,None,$31.99,700 - 2200 RPM,9 - 29 dB,Silver / Black,None
Iceberg Thermal IceSLEET G4 Midnight Limited Edition,5.0,$28.90,600 - 1400 RPM,22.5 dB,Black,None
Dynatron A49,None,$52.99,800 - 1800 RPM,10.8 - 21.3 dB,Silver,None
Enermax AQUAFUSION ADV,5.0,None,500 - 2000 RPM,17 - 32.6 dB,White,240 mm
Cougar FORZA 85 ESSENTIAL,None,$147.26,600 - 2000 RPM,34.5 dB,Black,None
Scythe Ninja 5 Rev. B,None,None,300 - 800 RPM,4 - 14.5 dB,Black,None
Xilence M403PRO,None,None,500 - 1800 RPM,14.2 - 25.6 dB,Red / Black,None
Valkyrie SYN,None,None,800 - 2150 RPM,29 dB,Black / Red,360 mm
Dynatron T318,5.0,$46.95,None,0 dB,None,None
Alpenf\xc3\xb6hn Glacier Water 360 High Speed,None,None,500 - 2200 RPM,36.8 dB,Black,360 mm
Asus TUF Gaming LC RGB,4.0,None,800 - 2000 RPM,29 dB,Black,240 mm
Deepcool LS320 WH,None,None,500 - 2250 RPM,32.9 dB,White,120 mm
Xilence M403PRO.W.ARGB,None,None,500 - 1800 RPM,14.2 - 25.6 dB,White,None
Phanteks Glacier One D30 X2,None,None,250 - 2000 RPM,35.13 dB,White,360 mm
be quiet! Shadow Rock 2,4.5,None,1600 RPM,15.3 - 25.4 dB,None,None
Cooler Master Hyper 103,4.0,None,800 - 2200 RPM,17 - 30 dB,None,None
Cooler Master MasterLiquid ML360 RGB TR4 Edition,5.0,None,650 - 2000 RPM,6 - 30 dB,Black,360 mm
Phanteks Glacier One 280MP,5.0,None,500 - 2000 RPM,18 - 39.1 dB,Black / White,280 mm
Thermalright Frost Spirit 140 V3 WHITE,None,None,1500 RPM,25.6 dB,White,None
MSI MAG CORELIQUID P280,None,None,500 - 1800 RPM,14.8 - 33.28 dB,Black,280 mm
ID-COOLING ZOOMFLOW 360 XT,5.0,None,500 - 1500 RPM,13.8 - 30.5 dB,Black,360 mm
ID-COOLING ZOOMFLOW 240 XT,None,None,500 - 1500 RPM,13.8 - 30.5 dB,Black,240 mm
Deepcool GAMMAXX 400 XT,5.0,None,500 - 1500 RPM,27 dB,White,None
Valkyrie SYN,None,None,800 - 2150 RPM,29 dB,Black / Red,240 mm
Geometric Future Eskimo Pro 36,None,$79.90,2000 RPM,34.2 dB,White,360 mm
Cooler Master MasterLiquid ML360 Sub-Zero,None,None,650 - 1900 RPM,8 - 26 dB,Black,360 mm
CRYORIG C7 Cu,3.5,$104.00,600 - 2500 RPM,30 dB,White / Orange,None
Fractal Design Celsius+ S28 Prisma PWM ARGB,4.0,None,500 - 1700 RPM,34.1 dB,Black,280 mm
Alphacool Eisbaer Pro Aurora,None,$186.75,None,31.5 dB,Black,280 mm
Cooler Master Nepton 140XL,4.0,None,2000 RPM,21 - 39 dB,None,140 mm
RAIJINTEK Orcus 140 RGW,None,$129.36,400 - 1800 RPM,28 dB,Black,140 mm
ARCTIC Liquid Freezer II 280 RGB,None,$232.27,200 - 1900 RPM,22.5 dB,Black,280 mm
ARCTIC Freezer A35 CO,4.0,None,200 - 1800 RPM,None,Black / Silver,None
Evercool LGAL1156A-B715,None,$54.99,1000 - 5500 RPM,56 dB,None,None
Thermaltake CLP0556-B,4.0,$19.98,1900 - 2300 RPM,22 dB,None,None
Thermalright Le Grand Macho RT,4.5,None,300 - 1300 RPM,14 - 20 dB,None,None
Deepcool CASTLE 240EX WHITE,4.5,None,500 - 1800 RPM,32.1 dB,White / Black,240 mm
Thermalright Core Matrix,None,None,2150 RPM,27 dB,Black,240 mm
Cooler Master Seidon 120V,4.0,None,2400 RPM,19 - 40 dB,None,120 mm
Deepcool ICE BLADE 200M,4.0,None,2200 RPM,17.8 - 30.1 dB,None,None
Cooler Master Hyper 412S,None,None,900 - 1300 RPM,16.1 - 22.5 dB,None,None
Deepcool Castle 360 RGB,5.0,None,500 - 1800 RPM,30 dB,Black,360 mm
ARCTIC Freezer 34 eSports DUO,5.0,None,200 - 2100 RPM,24.4 dB,Yellow / Black,None
Deepcool GAMERSTORM CAPTAIN 240PRO V2,4.5,None,500 - 1800 RPM,30 dB,Black,240 mm
ID-COOLING SE-224-XT Basic,4.5,None,700 - 1800 RPM,15.2 - 32.5 dB,Black / Gray,None
GAMDIAS BOREAS E1,None,None,800 - 2000 RPM,10 - 31 dB,Black / Silver,None
MSI MAG CORELIQUID B,None,None,500 - 2000 RPM,14.3 - 34.3 dB,Black,240 mm
MSI MAG CORELIQUID B,None,None,500 - 2000 RPM,14.3 - 34.3 dB,Black,120 mm
ID-COOLING SPACE LCD,None,None,500 - 1800 RPM,35.2 dB,Black,240 mm
Cooler Master MasterAir MA620P,4.0,$142.91,600 - 1800 RPM,31 dB,Black / Silver,None
Thermaltake TH280 V2 Ultra EX ARGB Sync,None,None,500 - 2000 RPM,30.7 dB,Black,280 mm
Jonsbo CR-1400 DV2,None,None,800 - 2300 RPM,22.3 - 33.8 dB,Black,None
Thermaltake Riing Silent 12 Red,4.5,$36.47,300 - 1400 RPM,13 - 18 dB,None,None
ID-COOLING SE-207-XT ADVANCED,None,None,700 - 1800 RPM,15.2 - 35.2 dB,None,None
Cooler Master CHD-00008-01-GP,5.0,$24.99,2200 RPM,22 dB,None,None
Scythe Kotetsu Mark II,None,$123.69,300 - 1200 RPM,4 - 24.9 dB,None,None
Alpenf\xc3\xb6hn Dolomit,None,None,500 - 2200 RPM,23.8 dB,Black,None
Jonsbo CR-1300 EVO,None,None,800 - 2000 RPM,28.2 dB,Black / Silver,None
Xilence LQ240 ARGB,None,None,500 - 1500 RPM,18 - 30.2 dB,Black,240 mm
Scythe BIG Shuriken 2 Rev. B,4.5,None,500 - 2000 RPM,9.32 - 33.67 dB,None,None
NZXT Kraken X40,4.5,None,800 - 2000 RPM,21 - 37 dB,None,140 mm
Antec C40,None,None,800 - 2200 RPM,16 - 23 dB,None,None
CRYORIG M9 Plus,4.5,None,600 - 2200 RPM,26.4 dB,Black / Silver,None
RAIJINTEK PALLAS 120,2.0,None,200 - 1400 RPM,28.43 dB,Black,None
Zalman CNPS10X Optima II,None,None,800 - 1500 RPM,27 dB,White,None
Deepcool GAMERSTORM CAPTAIN 360X WHITE,4.5,None,500 - 1800 RPM,32.1 dB,White / Black,360 mm
upHere AC12RGB,None,None,600 - 1700 RPM,16.1 - 27.7 dB,Black,None
darkFlash Shadow PWM,3.0,None,800 - 2500 RPM,29.6 dB,Black,None
Thermalright Assassin King 120,None,None,1500 RPM,25.6 dB,Black / Silver,None
ID-COOLING SE-226-XT,5.0,None,500 - 1500 RPM,13.8 - 30.5 dB,Black,None
Thermalright Assassin X,None,None,1500 RPM,25.6 dB,Black / Silver,None
MSI MAG CORELIQUID C240 EVA e-PROJECT,None,None,500 - 2000 RPM,14.3 - 34.3 dB,Black,240 mm
SilentiumPC Fortis 5 ARGB,None,None,300 - 1400 RPM,None,Black / Silver,None
Jonsbo HX6200D,None,None,700 - 1800 RPM,18.6 - 29.7 dB,Black,None
ID-COOLING SE-214-XT-D,None,None,700 - 1800 RPM,32.5 dB,Gray / Black,None
Geometric Future Eskimo Junior 24,None,$99.90,2000 RPM,29 dB,Black,240 mm
Jonsbo HX7280,4.0,None,700 - 1800 RPM,28 - 38 dB,Black,None
ARCTIC Liquid Freezer II 420 RGB,None,$221.19,200 - 1900 RPM,22.5 dB,Black,420 mm
ID-COOLING IS-37-XT BLACK,None,None,800 - 3600 RPM,17 - 35.8 dB,Black,None
Amazon Basics,None,None,600 - 2000 RPM,6 - 29 dB,None,None
RAIJINTEK JUNO-X,None,None,1200 - 2500 RPM,26 dB,Black,None
TRYX PANORAMA,None,None,500 - 1650 RPM,32 dB,Black,280 mm
StarTech FAN7751U,None,None,4500 RPM,39 dB,None,None
Corsair H40,None,None,2000 RPM,None,None,120 mm
be quiet! Dark Rock Advanced C1,4.0,None,1500 RPM,6.6 - 18.8 dB,None,None
Cooler Master Hyper 412 Slim,4.0,None,500 - 1600 RPM,8 - 30 dB,None,None
Deepcool LUCIFER K2,1.0,None,600 - 1800 RPM,18.2 - 32.4 dB,None,None
ARCTIC Liquid Freezer 120,4.5,None,500 - 1350 RPM,None,None,120 mm
Thermaltake Water 3.0 Riing RGB 240,4.0,None,800 - 1500 RPM,26.4 dB,None,240 mm
Deepcool GAMMAXX 400R,5.0,None,900 - 1500 RPM,17.8 - 30 dB,Red / Silver,None
ID-COOLING AURAFLOW X,4.5,None,700 - 1800 RPM,18 - 35.2 dB,Black,360 mm
ID-COOLING SE-234-ARGB,4.0,None,900 - 2000 RPM,16.2 - 31.5 dB,Black,None
ARCTIC Liquid Freezer II 360 RGB,None,None,200 - 1800 RPM,22.5 dB,Black,360 mm
Thermaltake TOUGHLIQUID ARGB,5.0,None,500 - 2000 RPM,22.3 dB,Black,360 mm
ID-COOLING SE-903-SD,None,None,2000 RPM,23.1 dB,None,None
EK EK-Nucleus AIO CR360 Vision D-RGB,None,None,500 - 2200 RPM,33.5 dB,Black,360 mm
ID-COOLING SE-214-XT-RN,None,None,600 - 2200 RPM,35 dB,Black / Red,None
ID-COOLING SE-214-XT-RX,None,None,700 - 1800 RPM,35.2 dB,Red / Black,None
ID-COOLING SE-802-SD V3,None,None,2200 RPM,23.3 dB,Black / Silver,None
TRYX PANORAMA ARGB,None,None,500 - 1450 RPM,27.07 dB,White,280 mm
Dynatron R14,None,$48.95,1500 - 7000 RPM,16 - 47.5 dB,None,None
Silverstone IceGem 360,None,$281.18,600 - 2200 RPM,7.3 - 36.6 dB,Black,360 mm
Xilence M403PRO.ARGB,None,$38.00,500 - 1800 RPM,14.2 - 25.6 dB,Black / Silver,None
NoFan CR-80EH,4.5,None,None,0 dB,None,None
TRYX PANORAMA ARGB,None,None,500 - 1450 RPM,27.07 dB,Black,280 mm
Cooler Master MasterAir MA610P,4.0,$69.98,1800 RPM,35 dB,Black,None
Deepcool CASTLE 240EX,4.0,None,500 - 1800 RPM,32.1 dB,Black,240 mm
ID-COOLING IS-30,4.0,None,800 - 3600 RPM,17 - 35.8 dB,None,None
Corsair A50,None,None,1600 - 2000 RPM,26 - 31.5 dB,None,None
Zalman CNPS9900MAX-B,4.5,None,900 - 1700 RPM,18 - 30 dB,None,None
Thermaltake Water 2.0 Extreme,4.0,None,1200 - 2000 RPM,27.36 dB,None,240 mm
Thermaltake CLP0587,None,$74.98,1200 - 1800 RPM,39 dB,None,None
NZXT Kraken X60,4.5,None,800 - 2000 RPM,21 - 37 dB,None,280 mm
CRYORIG H5 Universal,4.5,None,700 - 1300 RPM,20 - 24 dB,None,None
NoFan CR-95C,4.5,None,None,0 dB,None,None
Cooler Master MasterAir Maker 8,4.5,None,600 - 1800 RPM,8 - 24 dB,None,None
Thermaltake Water 3.0 Riing RGB 360,4.0,None,800 - 1500 RPM,26.4 dB,None,360 mm
Thermaltake Engine 27,4.0,None,1500 - 2500 RPM,13 - 25 dB,None,None
Alpenf\xc3\xb6hn Brocken ECO,5.0,None,500 - 1500 RPM,4.6 - 27.3 dB,None,None
Deepcool GAMMAXX 400 White,4.5,None,900 - 1500 RPM,17.8 - 30 dB,White,None
ARCTIC Freezer 33 TR (Black/White),5.0,None,200 - 1800 RPM,24.4 dB,None,None
Deepcool GAMMAXX L240,4.5,None,500 - 1800 RPM,17.8 dB,Black,240 mm
Cooler Master MasterLiquid ML240P Mirage,3.0,None,2000 RPM,27 dB,Black,240 mm
Deepcool GAMMAXX GT V2,4.5,None,500 - 1650 RPM,27.8 dB,Black / Silver,None
SilentiumPC Fera 3 RGB HE1224,None,None,500 - 1600 RPM,None,Black / Silver,None
ID-COOLING SE-914-XT ARGB,4.0,None,600 - 2200 RPM,14 - 25.8 dB,Black / Gray,None
ID-COOLING ZOOMFLOW X,4.0,None,700 - 1500 RPM,18 - 26.4 dB,White,240 mm
GAMDIAS BOREAS E1,None,None,800 - 2000 RPM,10 - 31 dB,Black / Silver,None
GAMDIAS CHIONE P2,None,None,800 - 1800 RPM,None,Black,360 mm
Asus TUF GAMING LC 240 RGB ZAKU II EDITION,None,None,800 - 2000 RPM,29 dB,Red / Black,240 mm
ID-COOLING AURAFLOW X,None,None,700 - 1800 RPM,18 - 35.2 dB,White,360 mm
ID-COOLING IS-50X V2,5.0,None,500 - 2000 RPM,13.8 - 31.2 dB,Black / Gray,None
Thermaltake TOUGHLIQUID ARGB,None,None,500 - 2000 RPM,22.3 dB,Green,240 mm
ID-COOLING PINKFLOW 240 Diamond,None,None,900 - 2000 RPM,16.3 - 33.5 dB,Pink,240 mm
ID-COOLING FROSTFLOW 240 XT SNOW,None,None,700 - 1800 RPM,15.2 - 35.2 dB,White,240 mm
Cooler Master Hyper 212 RGB,None,None,650 - 1800 RPM,8 - 27 dB,None,None
Silverstone Hydrogon D120 ARGB,None,None,None,0 - 30.5 dB,White / Silver,None
Enermax LIQMAX III RGB,None,None,500 - 1600 RPM,14 - 27 dB,Black,120 mm
RAIJINTEK LETO RGB,None,$28.75,800 - 1800 RPM,25 dB,Black / Silver,None
ID-COOLING SE-902X-B,None,None,600 - 2200 RPM,23.8 dB,Black / Blue,None
