,title,rating,price,cpu_socket,form_factor,max_memory,memory_slots,color,max_memory_gb
2088,Asus Prime H310I-PLUS R2.0/CSM,,,LGA1151,Mini ITX,32 GB,2,Black,32.0
2089,MSI B450M PRO-M2 V2,4.0,,AM4,Micro ATX,32 GB,2,Brown / Black,32.0
2090,ASRock Z590 Extreme WiFi 6E,,,LGA1200,ATX,128 GB,4,Black / Blue,128.0
2091,Asus PRIME H610M-R D4-CSM,,,LGA1700,Micro ATX,64 GB,2,Black,64.0
2092,Biostar Z690GTA,,,LGA1700,ATX,128 GB,4,Blue / Black,128.0
2093,Gigabyte B760 AORUS ELITE,4.0,,LGA1700,ATX,192 GB,4,Black,192.0
2094,ASRock C236M WS,,,LGA1151,Micro ATX,64 GB,4,Green / Blue,64.0
2095,ASRock B365M-ITX/ac,4.5,,LGA1151,Mini ITX,32 GB,2,Black / Silver,32.0
2096,NZXT N7 Z490,3.5,Out of stock$229.99,LGA1200,ATX,128 GB,4,Black,128.0
2097,MSI X299M GAMING PRO CARBON AC,5.0,,LGA2066,Micro ATX,128 GB,4,Black,128.0
2098,ASRock X570 Phantom Gaming X,5.0,,AM4,ATX,128 GB,4,Black / Silver,128.0
2099,MSI G41M-P33,,,LGA775,Micro ATX,4 GB,2,Brown / Black,4.0
2100,ASRock 990FX Extreme3,4.0,,AM3+/AM3,ATX,32 GB,4,Black / Silver,32.0
2101,MSI X79MA-GD45,,,LGA2011,Micro ATX,64 GB,4,Black / Blue,64.0
2102,MSI Z77 MPOWER,4.5,,LGA1155,ATX,32 GB,4,Black / Yellow,32.0
2103,ECS H61H2-MV,,,LGA1155,Micro ATX,16 GB,2,Black / Gray,16.0
2104,Gigabyte GA-Z87-HD3,4.0,,LGA1150,ATX,32 GB,4,Black / Gray,32.0
2105,Gigabyte GA-B85-HD3,3.5,,LGA1150,ATX,32 GB,4,Black / Gray,32.0
2106,Asus Maximus VI Formula,4.5,,LGA1150,ATX,32 GB,4,Black / Red,32.0
2107,Asus H81M-D PLUS,3.0,,LGA1150,Micro ATX,16 GB,2,Black / Yellow,16.0
2108,Asus H97I-PLUS,4.5,,LGA1150,Mini ITX,16 GB,2,Black / Gold,16.0
2109,Gigabyte GA-F2A68HM-H,3.5,,FM2+,Micro ATX,64 GB,2,Black,64.0
2110,Asus B150M-A,,,LGA1151,Micro ATX,64 GB,4,Black / Gold,64.0
2111,Asus B150M PRO GAMING,4.0,,LGA1151,Micro ATX,64 GB,4,Black / Red,64.0
2112,ASRock Z170 Extreme4,4.0,,LGA1151,ATX,64 GB,4,Black / Gold,64.0
2113,MSI H310M PRO-VD,,,LGA1151,Micro ATX,32 GB,2,Brown / Black,32.0
2114,Asus PRIME H310I-PLUS/CSM,5.0,,LGA1151,Mini ITX,32 GB,2,Black / Gray,32.0
2115,ASRock X570 Creator,,,AM4,ATX,128 GB,4,Black / Silver,128.0
2116,Gigabyte C246N-WU2,,,LGA1151,Mini ITX,64 GB,2,Black,64.0
2117,ASRock Z590 Steel Legend,5.0,,LGA1200,ATX,128 GB,4,Silver / Black,128.0
2118,ASRock H510M-HDV,3.0,,LGA1200,Micro ATX,64 GB,2,Silver / Black,64.0
2119,EVGA Z690 CLASSIFIED,,,LGA1700,EATX,128 GB,4,Black / Silver,128.0
2120,MSI B560-A PRO,,,LGA1200,ATX,128 GB,4,Black,128.0
2121,Biostar B660MXC PRO,,,LGA1700,Micro ATX,128 GB,4,Black / Silver,128.0
2122,MSI PRO B760M-A DDR4 II,,,LGA1700,Micro ATX,128 GB,4,Silver / Black,128.0
2123,Gigabyte Z790 S WIFI DDR4 (rev. 1.1/1.2),,,LGA1700,ATX,128 GB,4,Black,128.0
2124,Gigabyte B760 DS3H AX V2 (rev. 1.0),,,LGA1700,ATX,192 GB,4,Black / Gray,192.0
2125,Gigabyte B760 GAMING X WIFI6E GEN5,,,LGA1700,ATX,256 GB,4,Black / Gray,256.0
2126,Asus ROG STRIX B850-G GAMING WIFI,,,AM5,Micro ATX,256 GB,4,White,256.0
2127,Asus PRIME B860M-A-CSM,,261.48,LGA1851,Micro ATX,256 GB,4,Silver / Black,256.0
2128,MAXSUN Terminator B760ITX D4 WIFI,,,LGA1700,Mini ITX,64 GB,2,Silver / Black,64.0
2129,ASRock B760M PG Lightning/D4,,,LGA1700,Micro ATX,128 GB,4,Black,128.0
2130,ASRock Z690 STEEL LEGEND/D5,5.0,,LGA1700,ATX,192 GB,4,Black / White,192.0
2131,Asus M4N68T-M V2,3.0,199.99,AM3,Micro ATX,16 GB,2,Black / Blue,16.0
2132,Asus P9X79,3.5,,LGA2011,ATX,64 GB,8,Black / Blue,64.0
2133,Asus P8B75-M/CSM,,,LGA1155,Micro ATX,32 GB,4,Black / Blue,32.0
2134,MSI 970A-G43,4.0,,AM3+,ATX,32 GB,4,Black / Blue,32.0
2135,MSI B85M-G43,4.5,,LGA1150,Micro ATX,32 GB,4,Black / Blue,32.0
2136,Asus X79 Deluxe,4.5,,LGA2011,ATX,64 GB,8,Black / Gold,64.0
2137,Gigabyte GA-Z97X-UD3H,4.5,,LGA1150,ATX,32 GB,4,Black / Gold,32.0
2138,MSI Z97-GAMING 7,4.5,,LGA1150,ATX,32 GB,4,Black / Red,32.0
2139,Asus Z97-PRO,5.0,,LGA1150,ATX,32 GB,4,Black / Gold,32.0
2140,ASRock C226M WS,,,LGA1150,Micro ATX,32 GB,4,Green / Blue,32.0
2141,Asus H170M-PLUS,4.5,,LGA1151,Micro ATX,64 GB,4,Black / Gold,64.0
2142,Asus H110M-D,5.0,,LGA1151,Micro ATX,32 GB,2,Black / Silver,32.0
2143,MSI Z170A SLI,4.5,,LGA1151,ATX,64 GB,4,Black / Gray,64.0
2144,MSI X99A XPOWER GAMING TITANIUM,5.0,,LGA2011-3,EATX,128 GB,8,White / Black,128.0
2145,Asus PRIME B250-PLUS,4.0,,LGA1151,ATX,64 GB,4,Black / Red,64.0
2146,ASRock H270M-ITX/ac,4.5,,LGA1151,Mini ITX,32 GB,2,Black / Silver,32.0
2147,ASRock Z270M-ITX/ac,4.5,,LGA1151,Mini ITX,32 GB,2,Black / Silver,32.0
2148,MSI Z270 TOMAHAWK ARCTIC,5.0,,LGA1151,ATX,64 GB,4,White,64.0
2149,MSI B350M PRO-VD PLUS,4.0,,AM4,Micro ATX,32 GB,2,Brown / Black,32.0
2150,MSI A320M PRO-VD/S,,,AM4,Micro ATX,32 GB,2,Brown / Black,32.0
2151,MSI B360M MORTAR TITANIUM,4.0,,LGA1151,Micro ATX,64 GB,4,White,64.0
2152,Gigabyte B360M D3P,,,LGA1151,Micro ATX,64 GB,4,Silver / Black,64.0
2153,ASRock X370M-HDV,4.0,,AM4,Micro ATX,32 GB,2,Black / Silver,32.0
2154,ASRock Z390 Taichi Ultimate,5.0,,LGA1151,ATX,128 GB,4,Black / Silver,128.0
2155,Gigabyte Z370 AORUS ULTRA GAMING WIFI,4.0,,LGA1151,ATX,64 GB,4,Black,64.0
2156,ASRock H110M-DVS R3.0,,,LGA1151,Micro ATX,32 GB,2,Black,32.0
2157,MSI B460M PRO,4.0,,LGA1200,Micro ATX,64 GB,2,Black,64.0
2158,MSI MEG Z690 GODLIKE,,,LGA1700,EATX,192 GB,4,Black / Silver,192.0
2159,Gigabyte B650 AORUS ELITE,,,AM5,ATX,192 GB,4,Black / Silver,192.0
2160,Asus PRIME B760M-A D4-CSM,,,LGA1700,Micro ATX,128 GB,4,Silver / Black,128.0
2161,Biostar B550MXC PRO,,,AM4,Micro ATX,128 GB,4,Brown / Black,128.0
2162,ASRock H310CM-HG4,,,LGA1151,Micro ATX,32 GB,2,Black / Silver,32.0
2163,MSI Z790 GAMING WIFI,5.0,,LGA1700,ATX,192 GB,4,Black,192.0
2164,MAXSUN iCraft Z790ITX WIFI,,,LGA1700,Mini ITX,96 GB,2,Black / Silver,96.0
2165,Supermicro MBD-X11SSL-F-O,4.0,Out of stock$254.99,LGA1151,Micro ATX,64 GB,4,Black / Green,64.0
2166,Supermicro X9SRA,,596.31,LGA2011,ATX,64 GB,8,Black / Green,64.0
2167,NZXT N7 Z390,,Out of stock$219.99,LGA1151,ATX,64 GB,4,Black,64.0
2168,Asus P7H55-M Pro,5.0,,LGA1156,Micro ATX,16 GB,4,Black / Blue,16.0
2169,Asus Rampage III Black Edition,,,LGA1366,EATX,48 GB,6,Black / Gray,48.0
2170,ASRock Z68 Extreme3 Gen3,4.5,,LGA1155,ATX,32 GB,4,Black,32.0
2171,Asus Rampage IV Extreme,4.5,,LGA2011,EATX,64 GB,8,Black / Red,64.0
2172,Gigabyte GA-B75M-D3V,3.5,,LGA1155,Micro ATX,16 GB,2,Blue / White,16.0
2173,Asus P8Z77-V LK,4.0,,LGA1155,ATX,32 GB,4,Black / Blue,32.0
2174,Gigabyte GA-H77N-WIFI,4.0,,LGA1155,Mini ITX,16 GB,2,Black / Silver,16.0
2175,Gigabyte GA-H81M-S2PV,3.0,,LGA1150,Micro ATX,16 GB,2,Black,16.0
2176,Asus M5A97 EVO R2.0,4.5,,AM3+,ATX,32 GB,4,Black / Blue,32.0
2177,Gigabyte GA-F2A88XM-D3H,4.0,,FM2+,Micro ATX,64 GB,4,,64.0
2178,MSI X99A GAMING 7,4.5,,LGA2011-3,ATX,128 GB,8,Black / Red,128.0
2179,MSI A78M-E35 V2,4.5,,FM2+,Micro ATX,32 GB,2,Black,32.0
2180,MSI X99A Raider,4.5,,LGA2011-3,ATX,128 GB,8,Black,128.0
2181,Gigabyte GA-Z170X-UD5,4.5,,LGA1151,ATX,64 GB,4,Black / Gold,64.0
2182,Gigabyte G1.Sniper Z170,,,LGA1151,ATX,64 GB,4,Black / Green,64.0
2183,Gigabyte GA-B150M-DS3H,4.0,,LGA1151,Micro ATX,64 GB,4,Black,64.0
2184,Gigabyte GA-Z170-Gaming K3,,,LGA1151,ATX,64 GB,4,Black / Red,64.0
2185,ASRock Fatal1ty X99 Professional Gaming i7,5.0,,LGA2011-3,ATX,128 GB,8,Black / Red,128.0
2186,MSI B150M BAZOOKA PLUS,4.5,,LGA1151,Micro ATX,64 GB,4,Black / White,64.0
2187,Gigabyte GA-Z270X-Gaming 5,4.5,,LGA1151,ATX,64 GB,4,Black / White,64.0
2188,ASRock Fatal1ty X370 Professional Gaming,5.0,,AM4,ATX,64 GB,4,Black / Red,64.0
2189,MSI B350 KRAIT GAMING,5.0,,AM4,ATX,64 GB,4,Black / White,64.0
2190,Gigabyte GA-A320M-HD2,,,AM4,Micro ATX,32 GB,2,Black,32.0
2191,MSI Z370 KRAIT GAMING,4.0,,LGA1151,ATX,64 GB,4,Black / White,64.0
2192,MSI B360M PRO-VH,,,LGA1151,Micro ATX,32 GB,2,Brown / Black,32.0
2193,Asus TUF H310-Plus Gaming,2.0,,LGA1151,ATX,32 GB,2,Orange / Black,32.0
2194,Asus PRIME B360M-C/CSM,,,LGA1151,Micro ATX,64 GB,4,Green / Black,64.0
2195,Asus ProART Z490-CREATOR 10G,5.0,,LGA1200,ATX,128 GB,4,Black,128.0
2196,ASRock B460 Phantom Gaming 4,4.0,,LGA1200,ATX,128 GB,4,Black,128.0
2197,Gigabyte Z690I AORUS ULTRA LITE DDR4 (rev. 1.0),3.0,,LGA1700,Mini ITX,64 GB,2,Silver / Black,64.0
2198,Gigabyte B760M D2H DDR4,,,LGA1700,Micro ATX,64 GB,2,Black,64.0
2199,Gigabyte B760M E,,,LGA1700,Micro ATX,96 GB,2,Black / Gray,96.0
2200,Gigabyte B560M DS3H V3,,,LGA1200,Micro ATX,128 GB,4,Black,128.0
2201,Supermicro MBD-X11SSH-LN4F,4.0,800.00,LGA1151,Micro ATX,64 GB,4,Green / Black,64.0
2202,MSI MAG B760M MORTAR,,,LGA1700,Micro ATX,192 GB,4,Silver / Black,192.0
2203,Biostar B450MX,,,AM4,Micro ATX,128 GB,4,Brown / Black,128.0
2204,Asus Z97M-PLUS,4.5,,LGA1150,Micro ATX,32 GB,4,Black / Gold,32.0
2205,Gigabyte Z370M D3H (rev. 1.0),3.0,,LGA1151,Micro ATX,64 GB,4,Black / Gray,64.0
2206,Asus P8P67,2.0,,LGA1155,ATX,32 GB,4,Black / Blue,32.0
2207,Biostar G41D3C,3.5,,LGA775,Micro ATX,8 GB,2,Black / Red,8.0
2208,Gigabyte GA-Z68X-UD3H-B3,3.5,,LGA1155,ATX,32 GB,4,Black / Silver,32.0
2209,Intel DH61WWB3,,,LGA1155,Micro ATX,8 GB,2,Green / Blue,8.0
2210,Asus P9X79 WS,5.0,,LGA2011,SSI CEB,64 GB,8,Black / Blue,64.0
2211,Asus Z9PE-D8 WS,3.0,,2 x LGA2011,SSI EEB,64 GB,8,Black / Blue,64.0
2212,MSI Z77A-G43,4.5,,LGA1155,ATX,32 GB,4,Black / Blue,32.0
2213,Asus Sabertooth 990FX/GEN3 R2.0,4.0,,AM3+,ATX,32 GB,4,,32.0
2214,ASRock Z97 Anniversary,4.0,,LGA1150,ATX,32 GB,4,Black / Blue,32.0
2215,MSI H170 Gaming M3,5.0,,LGA1151,ATX,64 GB,4,Black / Red,64.0
2216,Gigabyte GA-Z170N-Gaming 5,4.5,,LGA1151,Mini ITX,32 GB,2,Black / Red,32.0
2217,Gigabyte GA-Z170X-GAMING 6,4.5,,LGA1151,ATX,64 GB,4,Black / Red,64.0
2218,ASRock EP2C612 WS,,,2 x LGA2011-3,SSI EEB,256 GB,8,Black / Blue,256.0
2219,Gigabyte GA-F2A68HM-S1,1.0,,FM2+,Micro ATX,64 GB,2,Black,64.0
2220,Gigabyte GA-H270-HD3,4.5,,LGA1151,ATX,64 GB,4,Black / Gold,64.0
2221,MSI X299 TOMAHAWK ARCTIC,5.0,,LGA2066,ATX,256 GB,8,White / Gray,256.0
2222,EVGA X299 FTW K,,,LGA2066,EATX,256 GB,8,Black,256.0
2223,Asus Prime H370-Plus,,,LGA1151,ATX,64 GB,4,Silver / Black,64.0
2224,MSI B360M PRO-VD,4.0,,LGA1151,Micro ATX,32 GB,2,Brown / Black,32.0
2225,Asus ROG Strix H370-I Gaming,4.0,,LGA1151,Mini ITX,32 GB,2,Black / Silver,32.0
2226,Gigabyte H310M DS2,,,LGA1151,Micro ATX,32 GB,2,Silver / Black,32.0
2227,ECS H81H3-M4 (V1.0A),,,LGA1150,Micro ATX,16 GB,2,Brown / Gray,16.0
2228,Gigabyte H470M DS3H,4.0,,LGA1200,Micro ATX,128 GB,4,Black / Silver,128.0
2229,Asus PRIME H410M-D,,,LGA1200,Micro ATX,64 GB,2,Black,64.0
2230,Colorful CVN B550M GAMING FROZEN V14,,,AM4,Micro ATX,128 GB,4,White / Silver,128.0
2231,ASRock H510M-ITX/ac,4.5,,LGA1200,Mini ITX,64 GB,2,Silver / Black,64.0
2232,ASRock H570 Phantom Gaming 4,,,LGA1200,ATX,128 GB,4,Silver / Black,128.0
2233,MSI MEG Z590I UNIFY,4.5,,LGA1200,Mini ITX,64 GB,2,Black,64.0
2234,EVGA X570 DARK,5.0,,AM4,EATX,64 GB,2,Black,64.0
2235,Biostar B650EGTQ,,,AM5,Micro ATX,192 GB,4,Black / Blue,192.0
2236,Biostar X870E VALKYRIE,,,AM5,ATX,192 GB,4,Black / Gold,192.0
2237,Gigabyte B760M AORUS ELITE WIFI6E GEN5,,,LGA1700,Micro ATX,256 GB,4,Black / Silver,256.0
2238,ASRock B860M Pro RS WiFi,,,LGA1851,Micro ATX,256 GB,4,Silver / Black,256.0
2239,Intel D525MW,,152.51,Integrated Atom D525,Mini ITX,4 GB,2,Green / Black,4.0
2240,Gigabyte B360M D3H GSM,,,LGA1151,Micro ATX,64 GB,4,Black,64.0
2241,Gigabyte B760M AORUS PRO AX DDR4,,,LGA1700,Micro ATX,128 GB,4,Black / Silver,128.0
2242,Biostar A620MP-E PRO,,,AM5,Micro ATX,192 GB,4,Black / Silver,192.0
2243,Biostar H610MH D5,,,LGA1700,Micro ATX,96 GB,2,Black / Silver,96.0
2244,Asus Pro B760M-C-CSM,,,LGA1700,Micro ATX,128 GB,4,Green / Black,128.0
2245,ASRock X370M Pro4,4.0,,AM4,Micro ATX,64 GB,4,Black / White,64.0
2246,Gigabyte Z690 AORUS XTREME,,,LGA1700,EATX,192 GB,4,Black,192.0
2247,Asus P8P67 PRO,5.0,,LGA1155,ATX,32 GB,4,Black / Blue,32.0
2248,Gigabyte GA-X79-UD3,4.0,,LGA2011,ATX,32 GB,4,Black,32.0
2249,MSI H61M-P20 (G3),4.0,,LGA1155,Micro ATX,16 GB,2,Black / Blue,16.0
