title,rating,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency,module_count,gb_per_module,total_ram
G.Skill Trident Z RGB 32 GB,,,DDR4-3466,2 x 16GB,,Black,9.233 ns,16.0,2,16,32
Corsair Vengeance LPX 16 GB,,,DDR4-4266,2 x 8GB,,Black / Yellow,8.908 ns,19.0,2,8,16
Crucial CT8G4RFS824A 8 GB,,28.99,DDR4-2400,1 x 8GB,3.624,Green / Black,14.167 ns,17.0,1,8,8
Klevv BOLT 4 GB,,,DDR4-2400,1 x 4GB,,Black / Gold,12.5 ns,15.0,1,4,4
ADATA XPG GAMMIX D10 16 GB,,,DDR4-2400,1 x 16GB,,Black / White,13.333 ns,16.0,1,16,16
ADATA XPG GAMMIX D10 64 GB,,,DDR4-2400,4 x 16GB,,Black / White,13.333 ns,16.0,4,16,64
ADATA XPG GAMMIX D10 16 GB,,,DDR4-2400,1 x 16GB,,Black / White,13.333 ns,16.0,1,16,16
ADATA XPG GAMMIX D10 4 GB,,,DDR4-2400,1 x 4GB,,Black / White,13.333 ns,16.0,1,4,4
ADATA XPG GAMMIX D10 4 GB,,,DDR4-2400,1 x 4GB,,Black / White,13.333 ns,16.0,1,4,4
ADATA XPG GAMMIX D10 8 GB,,,DDR4-2666,1 x 8GB,,Black / White,12.003 ns,16.0,1,8,8
ADATA XPG GAMMIX D10 4 GB,,,DDR4-2666,1 x 4GB,,Black / White,12.003 ns,16.0,1,4,4
ADATA XPG GAMMIX D10 16 GB,,,DDR4-2666,4 x 4GB,,Black / White,12.003 ns,16.0,4,4,16
ADATA XPG GAMMIX D10 4 GB,,,DDR4-2666,1 x 4GB,,Black / White,12.003 ns,16.0,1,4,4
ADATA XPG GAMMIX D10 64 GB,,,DDR4-3000,4 x 16GB,,Black / White,10.667 ns,16.0,4,16,64
ADATA XPG GAMMIX D10 4 GB,,,DDR4-3000,1 x 4GB,,Black / White,10.667 ns,16.0,1,4,4
ADATA XPG GAMMIX D10 16 GB,,,DDR4-3000,4 x 4GB,,Black / White,10.667 ns,16.0,4,4,16
ADATA XPG GAMMIX D10 4 GB,,,DDR4-3000,1 x 4GB,,Black / White,10.667 ns,16.0,1,4,4
ADATA XPG GAMMIX D10 16 GB,,,DDR4-2400,1 x 16GB,,Red / White,13.333 ns,16.0,1,16,16
ADATA XPG GAMMIX D10 64 GB,,,DDR4-2400,4 x 16GB,,Red / White,13.333 ns,16.0,4,16,64
ADATA XPG GAMMIX D10 16 GB,,,DDR4-2400,1 x 16GB,,Red / White,13.333 ns,16.0,1,16,16
ADATA XPG GAMMIX D10 8 GB,,,DDR4-2400,1 x 8GB,,Red / White,13.333 ns,16.0,1,8,8
ADATA XPG GAMMIX D10 4 GB,,,DDR4-2400,1 x 4GB,,Red / White,13.333 ns,16.0,1,4,4
ADATA XPG GAMMIX D10 16 GB,,,DDR4-2400,4 x 4GB,,Red / White,13.333 ns,16.0,4,4,16
ADATA XPG GAMMIX D10 4 GB,,,DDR4-2400,1 x 4GB,,Red / White,13.333 ns,16.0,1,4,4
ADATA XPG GAMMIX D10 16 GB,,,DDR4-2666,1 x 16GB,,Red / White,12.003 ns,16.0,1,16,16
ADATA XPG GAMMIX D10 32 GB,,,DDR4-2666,4 x 8GB,,Red / White,12.003 ns,16.0,4,8,32
ADATA XPG GAMMIX D10 16 GB,,,DDR4-2666,4 x 4GB,,Red / White,12.003 ns,16.0,4,4,16
ADATA XPG GAMMIX D10 4 GB,,,DDR4-2666,1 x 4GB,,Red / White,12.003 ns,16.0,1,4,4
ADATA XPG GAMMIX D10 16 GB,,,DDR4-3000,1 x 16GB,,Red / White,10.667 ns,16.0,1,16,16
ADATA XPG GAMMIX D10 64 GB,,,DDR4-3000,4 x 16GB,,Red / White,10.667 ns,16.0,4,16,64
ADATA XPG GAMMIX D10 16 GB,,,DDR4-3000,1 x 16GB,,Red / White,10.667 ns,16.0,1,16,16
ADATA XPG GAMMIX D10 8 GB,,,DDR4-3000,1 x 8GB,,Red / White,10.667 ns,16.0,1,8,8
ADATA XPG GAMMIX D10 32 GB,,,DDR4-3000,4 x 8GB,,Red / White,10.667 ns,16.0,4,8,32
ADATA XPG GAMMIX D10 4 GB,,,DDR4-3000,1 x 4GB,,Red / White,10.667 ns,16.0,1,4,4
ADATA XPG GAMMIX D10 16 GB,,,DDR4-3000,4 x 4GB,,Red / White,10.667 ns,16.0,4,4,16
ADATA XPG GAMMIX D10 4 GB,,,DDR4-3000,1 x 4GB,,Red / White,10.667 ns,16.0,1,4,4
Patriot Viper Venom RGB 16 GB,,,DDR4-2666,2 x 8GB,,White / Black,11.253 ns,15.0,2,8,16
Patriot Viper Venom RGB 16 GB,,,DDR4-3000,2 x 8GB,,Black / Silver,10 ns,15.0,2,8,16
G.Skill Trident Z 64 GB,,,DDR4-3300,8 x 8GB,,Silver / White,9.697 ns,16.0,8,8,64
Corsair Vengeance LPX 16 GB,,,DDR4-3333,2 x 8GB,,Black / Yellow,9.601 ns,16.0,2,8,16
Corsair Vengeance LPX 32 GB,5.0,,DDR4-3333,2 x 16GB,,Black / Yellow,9.601 ns,16.0,2,16,32
Corsair Vengeance RGB Pro 64 GB,,,DDR4-2666,8 x 8GB,,Black,12.003 ns,16.0,8,8,64
Corsair Vengeance RGB Pro 64 GB,,,DDR4-2666,8 x 8GB,,White,12.003 ns,16.0,8,8,64
Corsair Vengeance RGB Pro 64 GB,,,DDR4-3600,8 x 8GB,,White,10 ns,18.0,8,8,64
Corsair Vengeance RGB Pro 64 GB,,,DDR4-3000,8 x 8GB,,White,10 ns,15.0,8,8,64
G.Skill Flare X 16 GB,5.0,,DDR4-2933,2 x 8GB,,Black,9.547 ns,14.0,2,8,16
G.Skill Sniper X 16 GB,,,DDR4-3466,2 x 8GB,,Black / Camo,10.387 ns,18.0,2,8,16
Kingston HyperX Predator RGB 32 GB,,,DDR4-2933,4 x 8GB,,Black,10.228 ns,15.0,4,8,32
TEAMGROUP T-Force Vulcan 16 GB,,,DDR4-2666,1 x 16GB,,Black / Red,13.503 ns,18.0,1,16,16
TEAMGROUP T-Force Vulcan 4 GB,,,DDR4-2400,1 x 4GB,,Black / Red,12.5 ns,15.0,1,4,4
TEAMGROUP T-Force Vulcan 4 GB,,,DDR4-2666,1 x 4GB,,Black / Red,13.503 ns,18.0,1,4,4
TEAMGROUP T-Force Vulcan 8 GB,,,DDR4-2400,1 x 8GB,,Black / Red,12.5 ns,15.0,1,8,8
TEAMGROUP T-Force Vulcan 8 GB,,,DDR4-2666,1 x 8GB,,Black / Red,13.503 ns,18.0,1,8,8
Kingston KVR24S17S6/4 4 GB,,24.5,DDR4-2400,1 x 4GB,6.125,Green / Black,14.167 ns,17.0,1,4,4
Crucial Ballistix Elite 16 GB,,,DDR4-3200,2 x 8GB,,Black,9.375 ns,15.0,2,8,16
Kingston KSM26RD8/16HAI 16 GB,,,DDR4-2666,2 x 8GB,,Green / Black,14.254 ns,19.0,2,8,16
Patriot Signature Line 16 GB,,,DDR4-2400,1 x 16GB,,Green / Black,14.167 ns,17.0,1,16,16
Crucial CT4G4RFS8266 4 GB,,25.4,DDR4-2666,1 x 4GB,6.35,Green / Black,14.254 ns,19.0,1,4,4
ADATA XPG SPECTRIX D80 16 GB,,,DDR4-3600,2 x 8GB,,Red,9.444 ns,17.0,2,8,16
Crucial CT4G4WFS8266 4 GB,,,DDR4-2666,1 x 4GB,,Green / Black,14.254 ns,19.0,1,4,4
Corsair Vengeance RGB Pro 64 GB,,,DDR4-3466,8 x 8GB,,Black,9.233 ns,16.0,8,8,64
Corsair Vengeance RGB Pro 64 GB,,,DDR4-2933,8 x 8GB,,Black,10.91 ns,16.0,8,8,64
Corsair Vengeance RGB Pro 32 GB,,,DDR4-3466,4 x 8GB,,Black,9.233 ns,16.0,4,8,32
Corsair Dominator Platinum 16 GB,,,DDR4-3333,2 x 8GB,,Silver / Black,9.601 ns,16.0,2,8,16
Corsair Vengeance LED 16 GB,,,DDR4-2933,2 x 8GB,,Black,10.91 ns,16.0,2,8,16
Crucial Ballistix Tactical 16 GB,,,DDR4-3000,1 x 16GB,,Black,10 ns,15.0,1,16,16
Corsair Dominator Platinum Special Edition 32 GB,,,DDR4-3200,4 x 8GB,,Blue / Orange,8.75 ns,14.0,4,8,32
Crucial Ballistix Sport AT 8 GB,5.0,,DDR4-3000,1 x 8GB,,Silver / Black,11.333 ns,17.0,1,8,8
Crucial Ballistix Sport AT 32 GB,,,DDR4-2666,4 x 8GB,,Silver / Black,12.003 ns,16.0,4,8,32
Crucial Ballistix Sport AT 32 GB,4.5,,DDR4-3000,2 x 16GB,,Silver / Black,11.333 ns,17.0,2,16,32
Crucial Ballistix Sport AT 16 GB,,,DDR4-3000,1 x 16GB,,Silver / Black,11.333 ns,17.0,1,16,16
Crucial Ballistix Sport AT 64 GB,,,DDR4-3000,4 x 16GB,,Silver / Black,11.333 ns,17.0,4,16,64
TEAMGROUP T-Force Dark Pro 16 GB,,,DDR4-3466,2 x 8GB,,Black / Silver,9.233 ns,16.0,2,8,16
TEAMGROUP T-Force Dark Pro 16 GB,,,DDR4-3466,2 x 8GB,,Black / Red,9.233 ns,16.0,2,8,16
GeIL TUF SUPER LUCE 16 GB,,,DDR4-2400,2 x 8GB,,Black / Camo,13.333 ns,16.0,2,8,16
GeIL TUF SUPER LUCE 16 GB,5.0,,DDR4-3000,2 x 8GB,,Black / Camo,10.667 ns,16.0,2,8,16
GeIL TUF SUPER LUCE 8 GB,,,DDR4-2400,2 x 4GB,,Black / Camo,13.333 ns,16.0,2,4,8
GeIL TUF SUPER LUCE 8 GB,,,DDR4-2666,2 x 4GB,,Black / Camo,14.254 ns,19.0,2,4,8
GeIL TUF SUPER LUCE 16 GB,,,DDR4-2666,2 x 8GB,,Black / Camo,14.254 ns,19.0,2,8,16
G.Skill Trident Z RGB 32 GB,,,DDR4-2400,4 x 8GB,,Black,12.5 ns,15.0,4,8,32
G.Skill Trident Z 16 GB,5.0,,DDR4-3200,2 x 8GB,,Silver / White,9.375 ns,15.0,2,8,16
Corsair Vengeance RGB Pro 64 GB,,,DDR4-3000,4 x 16GB,,White,10 ns,15.0,4,16,64
Patriot Signature Line 4 GB,3.5,,DDR4-2400,1 x 4GB,,Green / Black,14.167 ns,17.0,1,4,4
Crucial Ballistix Sport LT 8 GB,,,DDR4-2666,1 x 8GB,,Black / Silver,12.003 ns,16.0,1,8,8
G.Skill Ripjaws 32 GB,,,DDR4-2666,4 x 8GB,,Green,14.254 ns,19.0,4,8,32
G.Skill Trident Z RGB 64 GB,,,DDR4-3200,8 x 8GB,,Black,10 ns,16.0,8,8,64
ADATA Premier 8 GB,,,DDR4-2133,1 x 8GB,,Green / Black,14.065 ns,15.0,1,8,8
G.Skill Trident Z RGB 32 GB,,,DDR4-2933,2 x 16GB,,Black,9.547 ns,14.0,2,16,32
Corsair Vengeance RGB Pro 128 GB,,,DDR4-3000,8 x 16GB,,Black,10.667 ns,16.0,8,16,128
Corsair Vengeance RGB Pro 128 GB,,,DDR4-2666,8 x 16GB,,Black,12.003 ns,16.0,8,16,128
ADATA AD4S240038G17-R 8 GB,,,DDR4-2400,1 x 8GB,,Green,14.167 ns,17.0,1,8,8
ADATA AD4S266638G19-R 8 GB,,,DDR4-2666,1 x 8GB,,Green,14.254 ns,19.0,1,8,8
ADATA AD4S2400316G17-R 16 GB,,,DDR4-2400,1 x 16GB,,Green,14.167 ns,17.0,1,16,16
G.Skill Trident Z RGB 32 GB,,,DDR4-3333,2 x 16GB,,Black,9.601 ns,16.0,2,16,32
G.Skill Trident Z 32 GB,,,DDR4-3600,4 x 8GB,,Silver / White,8.889 ns,16.0,4,8,32
TEAMGROUP T-Force Night Hawk Legend RGB 16 GB,,,DDR4-3466,2 x 8GB,,Gold,9.233 ns,16.0,2,8,16
TEAMGROUP T-Force Xtreem 16 GB,4.5,,DDR4-4133,2 x 8GB,,Black / White,8.71 ns,18.0,2,8,16
TEAMGROUP T-Force Xtreem 16 GB,,,DDR4-4500,2 x 8GB,,Black / White,8 ns,18.0,2,8,16
TEAMGROUP T-Force Vulcan 8 GB,,,DDR4-2400,1 x 8GB,,Red / Black,13.333 ns,16.0,1,8,8
Kingston ValueRAM 16 GB,,47.4,DDR4-2400,1 x 16GB,2.962,Green / Black,14.167 ns,17.0,1,16,16
Kingston KCP424SS8/8 8 GB,,31.19,DDR4-2400,1 x 8GB,3.899,Green / Black,14.167 ns,17.0,1,8,8
Crucial CT16G4VFS4266 16 GB,,,DDR4-2666,1 x 16GB,,Green / Black,14.254 ns,19.0,1,16,16
Kingston KCP426SS8/8 8 GB,,26.5,DDR4-2666,1 x 8GB,3.312,Green / Black,12.753 ns,17.0,1,8,8
TEAMGROUP Elite 8 GB,4.0,,DDR4-2666,2 x 4GB,,Black,14.254 ns,19.0,2,4,8
Corsair Vengeance RGB Pro 64 GB,,,DDR4-4000,8 x 8GB,,Black,9.5 ns,19.0,8,8,64
Mushkin Silverline 32 GB,,,DDR4-2133,2 x 16GB,,Silver / Green,14.065 ns,15.0,2,16,32
Crucial Ballistix Sport LT 16 GB,,,DDR4-2666,2 x 8GB,,Silver / Black,12.003 ns,16.0,2,8,16
ADATA AD4S213338G15-2 16 GB,,,DDR4-2133,2 x 8GB,,Green / Black,14.065 ns,15.0,2,8,16
Crucial CT4G4SFS624A 4 GB,,,DDR4-2400,1 x 4GB,,Green / Black,14.167 ns,17.0,1,4,4
Klevv Fit 16 GB,,,DDR3-2133,2 x 8GB,,Silver / Black,9.376 ns,10.0,2,8,16
Crucial Ballistix Elite 32 GB,,,DDR4-3200,2 x 16GB,,Black / White,10 ns,16.0,2,16,32
G.Skill Trident Z Royal 16 GB,,,DDR4-3600,2 x 8GB,,Gold,9.444 ns,17.0,2,8,16
G.Skill Trident Z Royal 16 GB,5.0,,DDR4-3600,2 x 8GB,,Silver,9.444 ns,17.0,2,8,16
Crucial Ballistix Tactical Tracer 16 GB,,,DDR4-2666,1 x 16GB,,Silver / Black,12.003 ns,16.0,1,16,16
Crucial Ballistix Tactical Tracer 8 GB,5.0,,DDR4-3000,1 x 8GB,,Silver / Black,10.667 ns,16.0,1,8,8
Corsair Vengeance LPX 64 GB,,,DDR4-3333,4 x 16GB,,Black / Yellow,9.601 ns,16.0,4,16,64
TEAMGROUP T-Force Vulcan 16 GB,,,DDR4-2400,2 x 8GB,,Black / Red,12.5 ns,15.0,2,8,16
TEAMGROUP T-Force Vulcan 16 GB,,,DDR4-2400,2 x 8GB,,Black / Red,15 ns,18.0,2,8,16
TEAMGROUP T-Force Vulcan 32 GB,,,DDR4-2400,2 x 16GB,,Black / Red,12.5 ns,15.0,2,16,32
TEAMGROUP T-Force Vulcan 32 GB,,,DDR4-2666,2 x 16GB,,Black / Red,13.503 ns,18.0,2,16,32
TEAMGROUP T-Force Vulcan 8 GB,,,DDR4-2400,2 x 4GB,,Black / Red,12.5 ns,15.0,2,4,8
TEAMGROUP T-Force Vulcan 8 GB,,,DDR4-2666,2 x 4GB,,Black / Red,13.503 ns,18.0,2,4,8
TEAMGROUP T-Force Xtreem 16 GB,5.0,,DDR4-3733,2 x 8GB,,Black / White,9.644 ns,18.0,2,8,16
GeIL SUPER LUCE RGB SYNC 16 GB,,,DDR4-3200,2 x 8GB,,White,8.75 ns,14.0,2,8,16
GeIL SUPER LUCE RGB SYNC 16 GB,,,DDR4-3200,2 x 8GB,,Black,8.75 ns,14.0,2,8,16
ADATA AD4S2400316G17-2 32 GB,,,DDR4-2400,2 x 16GB,,Green / Black,14.167 ns,17.0,2,16,32
TEAMGROUP T-Force Xtreem 16 GB,5.0,,DDR4-3866,2 x 8GB,,Black / White,9.312 ns,18.0,2,8,16
GeIL SUPER LUCE RGB SYNC 16 GB,,,DDR4-3600,2 x 8GB,,Black,8.889 ns,16.0,2,8,16
GeIL SUPER LUCE RGB SYNC 16 GB,,,DDR4-4133,2 x 8GB,,White,9.194 ns,19.0,2,8,16
Silicon Power SU016GBSFU240B02NA 16 GB,,,DDR4-2400,1 x 16GB,,Black,14.167 ns,17.0,1,16,16
Silicon Power SU016GBSFU266B22NA 16 GB,,,DDR4-2666,2 x 8GB,,Green / Black,14.254 ns,19.0,2,8,16
GeIL SUPER LUCE RGB SYNC 16 GB,,,DDR4-4133,2 x 8GB,,Black,9.194 ns,19.0,2,8,16
GeIL SUPER LUCE RGB SYNC 16 GB,,,DDR4-3600,2 x 8GB,,White,8.889 ns,16.0,2,8,16
Crucial CT8G4RFD8266 8 GB,,,DDR4-2666,1 x 8GB,,,14.254 ns,19.0,1,8,8
Patriot Signature Line 4 GB,,,DDR4-2400,1 x 4GB,,Green / Black,14.167 ns,17.0,1,4,4
Silicon Power SU016GBLFU266B02NA 16 GB,,,DDR4-2666,1 x 16GB,,Black,14.254 ns,19.0,1,16,16
TEAMGROUP XCalibur Phantom Gaming RGB 16 GB,,,DDR4-4000,2 x 8GB,,Black,9 ns,18.0,2,8,16
TEAMGROUP XCalibur Phantom Gaming RGB 16 GB,,,DDR4-3600,2 x 8GB,,Black,10 ns,18.0,2,8,16
G.Skill Trident Z Royal 16 GB,,,DDR4-4000,2 x 8GB,,Silver,8.5 ns,17.0,2,8,16
GeIL GS48GB2400C16SC 8 GB,,,DDR4-2400,1 x 8GB,,Black,13.333 ns,16.0,1,8,8
Crucial Ballistix Sport LT 8 GB,,,DDR4-3200,1 x 8GB,,Silver / Black,10 ns,16.0,1,8,8
Crucial Ballistix Sport AT 32 GB,4.5,,DDR4-3200,2 x 16GB,,Silver / Black,10 ns,16.0,2,16,32
Crucial Ballistix Sport LT 64 GB,,,DDR4-3200,4 x 16GB,,Red / Black,10 ns,16.0,4,16,64
Crucial Ballistix Sport LT 32 GB,,,DDR4-3000,4 x 8GB,,Red / Black,10 ns,15.0,4,8,32
Crucial Ballistix Sport LT 16 GB,,,DDR4-3200,1 x 16GB,,White / Silver,10 ns,16.0,1,16,16
Crucial Ballistix Sport LT 64 GB,,,DDR4-3200,4 x 16GB,,White / Silver,10 ns,16.0,4,16,64
Crucial Ballistix Sport LT 16 GB,,,DDR4-3000,1 x 16GB,,Red / Black,10 ns,15.0,1,16,16
Crucial Ballistix Sport LT 32 GB,5.0,,DDR4-3000,2 x 16GB,,Red / Black,10 ns,15.0,2,16,32
Crucial Ballistix Sport LT 64 GB,,,DDR4-3000,4 x 16GB,,Red / Black,10 ns,15.0,4,16,64
Crucial Ballistix Sport LT 64 GB,,,DDR4-3000,4 x 16GB,,Silver / Black,10.667 ns,16.0,4,16,64
Crucial Ballistix Sport LT 32 GB,,,DDR4-3200,4 x 8GB,,Red / Black,10 ns,16.0,4,8,32
Crucial Ballistix Sport LT 64 GB,5.0,,DDR4-3000,4 x 16GB,,Silver / Black,10 ns,15.0,4,16,64
TEAMGROUP TLGD48G2666HC15BBK 8 GB,4.0,,DDR4-2666,1 x 8GB,,Green / Black,11.253 ns,15.0,1,8,8
Crucial Ballistix Sport LT 64 GB,,,DDR4-3000,4 x 16GB,,White / Silver,10 ns,15.0,4,16,64
Crucial Ballistix Elite 16 GB,,,DDR4-3000,1 x 16GB,,Black,10 ns,15.0,1,16,16
Corsair Dominator Platinum RGB 16 GB,,,DDR4-3200,2 x 8GB,,Black,8.75 ns,14.0,2,8,16
Corsair Dominator Platinum RGB 32 GB,,,DDR4-3200,4 x 8GB,,Black,8.75 ns,14.0,4,8,32
G.Skill Trident Z Royal 16 GB,,,DDR4-4800,2 x 8GB,,Silver,7.5 ns,18.0,2,8,16
Corsair Dominator Platinum RGB 64 GB,,,DDR4-3600,8 x 8GB,,Black,10 ns,18.0,8,8,64
Corsair Dominator Platinum RGB 16 GB,5.0,,DDR4-3466,2 x 8GB,,Black,9.233 ns,16.0,2,8,16
Corsair Dominator Platinum RGB 32 GB,,,DDR4-3466,4 x 8GB,,Black,9.233 ns,16.0,4,8,32
Corsair Dominator Platinum RGB 64 GB,,,DDR4-3000,8 x 8GB,,Black,10 ns,15.0,8,8,64
G.Skill Trident Z Royal 32 GB,,,DDR4-3200,4 x 8GB,,Silver,8.75 ns,14.0,4,8,32
G.Skill Trident Z Royal 64 GB,,,DDR4-3000,4 x 16GB,,Gold,10.667 ns,16.0,4,16,64
G.Skill Flare X 16 GB,,,DDR4-2933,2 x 8GB,,Black,10.91 ns,16.0,2,8,16
G.Skill Ripjaws V 16 GB,,,DDR4-3200,2 x 8GB,,Red,10 ns,16.0,2,8,16
G.Skill Ripjaws V 16 GB,,,DDR4-2800,2 x 8GB,,Red,12.143 ns,17.0,2,8,16
G.Skill Trident Z 16 GB,,,DDR4-4266,2 x 8GB,,Silver,8.908 ns,19.0,2,8,16
G.Skill Trident Z 16 GB,,,DDR4-4133,2 x 8GB,,Silver / White,9.194 ns,19.0,2,8,16
G.Skill Trident Z 16 GB,,,DDR4-4133,2 x 8GB,,Black / White,9.194 ns,19.0,2,8,16
G.Skill Trident Z 16 GB,,,DDR4-4133,2 x 8GB,,Silver / Red,9.194 ns,19.0,2,8,16
G.Skill Trident Z 16 GB,,,DDR4-4000,2 x 8GB,,Silver / White,9.5 ns,19.0,2,8,16
G.Skill Trident Z 16 GB,,,DDR4-3866,2 x 8GB,,Silver / White,9.312 ns,18.0,2,8,16
G.Skill Trident Z 16 GB,,,DDR4-3733,2 x 8GB,,Silver / White,9.108 ns,17.0,2,8,16
G.Skill Trident Z 16 GB,,,DDR4-3733,2 x 8GB,,Black / White,9.108 ns,17.0,2,8,16
G.Skill Trident Z 16 GB,,,DDR4-3600,2 x 8GB,,Silver / White,9.444 ns,17.0,2,8,16
GeIL EVO POTENZA 16 GB,1.0,,DDR4-2400,2 x 8GB,,Black,13.333 ns,16.0,2,8,16
G.Skill Trident Z 16 GB,,,DDR4-3466,2 x 8GB,,Silver / Black,9.233 ns,16.0,2,8,16
G.Skill Trident Z 16 GB,,189.0,DDR4-3466,2 x 8GB,11.812,Silver / White,9.233 ns,16.0,2,8,16
GeIL EVO FORZA 16 GB,,,DDR4-2400,2 x 8GB,,Red / Black,13.333 ns,16.0,2,8,16
G.Skill Trident Z 16 GB,,,DDR4-3333,2 x 8GB,,Black / White,9.601 ns,16.0,2,8,16
G.Skill Trident Z 16 GB,,,DDR4-3333,2 x 8GB,,Silver / Red,9.601 ns,16.0,2,8,16
TEAMGROUP Elite Plus 16 GB,,,DDR4-2400,2 x 8GB,,Black / Gold,13.333 ns,16.0,2,8,16
TEAMGROUP Elite Plus 16 GB,,,DDR4-2400,2 x 8GB,,Red / Black,13.333 ns,16.0,2,8,16
G.Skill Trident Z RGB 16 GB,,,DDR4-2933,2 x 8GB,,Black,10.91 ns,16.0,2,8,16
Corsair Dominator Platinum 16 GB,,,DDR4-3866,2 x 8GB,,Black / Silver,9.312 ns,18.0,2,8,16
Corsair Dominator Platinum 16 GB,,,DDR4-3733,2 x 8GB,,Silver / Black,9.108 ns,17.0,2,8,16
Corsair Vengeance LPX 16 GB,,,DDR4-4000,2 x 8GB,,Red,9.5 ns,19.0,2,8,16
Crucial Ballistix Tactical Tracer 16 GB,,,DDR4-3000,1 x 16GB,,Silver / Black,10.667 ns,16.0,1,16,16
Crucial CT16G4RFD8293 16 GB,,54.62,DDR4-2933,1 x 16GB,3.414,Green / Black,14.32 ns,21.0,1,16,16
Crucial CT8G4RFS8293 8 GB,,,DDR4-2933,1 x 8GB,,Green / Black,14.32 ns,21.0,1,8,8
Corsair Dominator Platinum RGB 64 GB,4.0,,DDR4-3466,4 x 16GB,,Black,9.233 ns,16.0,4,16,64
OLOy MD4MU081G83016D 16 GB,,,DDR4-3000,2 x 8GB,,White / Gray,10.667 ns,16.0,2,8,16
OLOy MD4MU081G82619D 16 GB,,,DDR4-2666,2 x 8GB,,Red / Black,14.254 ns,19.0,2,8,16
OLOy MD4U042417IBDA 8 GB,,,DDR4-2400,2 x 4GB,,Red / Black,14.167 ns,17.0,2,4,8
OLOy MD4MU081G83016NI 8 GB,,,DDR4-3000,1 x 8GB,,White / Gray,10.667 ns,16.0,1,8,8
OLOy MD4U082417BBSA 8 GB,,,DDR4-2400,1 x 8GB,,Red / Black,14.167 ns,17.0,1,8,8
OLOy MD4MU081G83014D 16 GB,,,DDR4-3000,2 x 8GB,,White / Gray,9.333 ns,14.0,2,8,16
OLOy MD4MU081G83015D 16 GB,,,DDR4-3000,2 x 8GB,,White / Gray,10 ns,15.0,2,8,16
OLOy MD4U083015BASA 8 GB,,,DDR4-3000,1 x 8GB,,White / Gray,10 ns,15.0,1,8,8
OLOy MD4MU081G83016DI 16 GB,,,DDR4-3000,2 x 8GB,,White / Gray,10.667 ns,16.0,2,8,16
OLOy MD4MU081G82417NI 8 GB,,,DDR4-2400,1 x 8GB,,Red / Black,14.167 ns,17.0,1,8,8
OLOy MD4U082417IBDA 16 GB,,,DDR4-2400,2 x 8GB,,Red / Black,14.167 ns,17.0,2,8,16
OLOy MD4U042417IBSA 4 GB,,,DDR4-2400,1 x 4GB,,Red / Black,14.167 ns,17.0,1,4,4
OLOy MD4U042417BBSA 4 GB,,,DDR4-2400,1 x 4GB,,Red / Black,14.167 ns,17.0,1,4,4
OLOy MD4U162619BBSA 16 GB,,,DDR4-2666,1 x 16GB,,Red / Black,14.254 ns,19.0,1,16,16
G.Skill Trident Z Royal 32 GB,,,DDR4-3200,4 x 8GB,,Silver,10 ns,16.0,4,8,32
G.Skill Trident Z Royal 32 GB,,,DDR4-3000,4 x 8GB,,Silver,10.667 ns,16.0,4,8,32
G.Skill Trident Z Royal 32 GB,,,DDR4-3600,4 x 8GB,,Silver,9.444 ns,17.0,4,8,32
G.Skill Trident Z Royal 32 GB,,,DDR4-3200,4 x 8GB,,Silver,8.75 ns,14.0,4,8,32
Corsair Dominator Platinum RGB 64 GB,,,DDR4-4000,8 x 8GB,,Black / Silver,9.5 ns,19.0,8,8,64
Corsair Dominator Platinum RGB 16 GB,,,DDR4-4000,2 x 8GB,,Black / Silver,9.5 ns,19.0,2,8,16
Corsair Dominator Platinum RGB 16 GB,,,DDR4-4600,2 x 8GB,,Black / Silver,8.261 ns,19.0,2,8,16
Corsair Dominator Platinum RGB 32 GB,,,DDR4-4000,4 x 8GB,,Black / Silver,9.5 ns,19.0,4,8,32
OLOy MD4U082417BBDA 16 GB,,,DDR4-2400,2 x 8GB,,Black / Red,14.167 ns,17.0,2,8,16
OLOy MD4U162619BBDA 32 GB,,,DDR4-2666,2 x 16GB,,Black / Red,14.254 ns,19.0,2,16,32
OLOy MD4U083016IADA 16 GB,,,DDR4-3000,2 x 8GB,,White / Silver,10.667 ns,16.0,2,8,16
TEAMGROUP T-Force T1 16 GB,,,DDR4-2666,2 x 8GB,,Black / Red,13.503 ns,18.0,2,8,16
TEAMGROUP T-Force T1 8 GB,,,DDR4-2666,1 x 8GB,,Black / Red,13.503 ns,18.0,1,8,8
TEAMGROUP T-Force T1 16 GB,,,DDR4-2400,2 x 8GB,,Black / Red,12.5 ns,15.0,2,8,16
TEAMGROUP T-Force T1 4 GB,,,DDR4-2400,1 x 4GB,,Black / Red,12.5 ns,15.0,1,4,4
TEAMGROUP T-Force T1 4 GB,,,DDR4-2666,1 x 4GB,,Black / Red,13.503 ns,18.0,1,4,4
TEAMGROUP T-Force T1 8 GB,,,DDR4-2400,1 x 8GB,,Black / Red,12.5 ns,15.0,1,8,8
TEAMGROUP T-Force T1 8 GB,,,DDR4-2400,2 x 4GB,,Black / Red,12.5 ns,15.0,2,4,8
TEAMGROUP T-Force T1 8 GB,,,DDR4-2666,2 x 4GB,,Black / Red,13.503 ns,18.0,2,4,8
G.Skill Trident Z 32 GB,,,DDR4-3200,4 x 8GB,,Silver / White,10 ns,16.0,4,8,32
