title,rating,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency,module_count,gb_per_module,total_ram
Avexir Core 16 GB,5.0,,DDR3-1600,4 x 4GB,,Black / White,11.25 ns,9.0,4,4,16
Corsair Vengeance Pro 16 GB,5.0,,DDR3-1600,2 x 8GB,,Black / Gold,11.25 ns,9.0,2,8,16
Crucial Ballistix Sport XT 8 GB,5.0,,DDR3-1866,2 x 4GB,,,10.718 ns,10.0,2,4,8
Crucial Ballistix Sport XT 4 GB,4.5,,DDR3-1866,1 x 4GB,,Blue / Silver,10.718 ns,10.0,1,4,4
Crucial Ballistix Sport XT 16 GB,5.0,,DDR3-1866,4 x 4GB,,,10.718 ns,10.0,4,4,16
Mushkin Blackline 32 GB,,,DDR3-2133,4 x 8GB,,Black,9.376 ns,10.0,4,8,32
Mushkin Blackline 32 GB,,,DDR3-2133,4 x 8GB,,Black,9.376 ns,10.0,4,8,32
Mushkin Blackline 16 GB,,,DDR3-2400,2 x 8GB,,Black,9.167 ns,11.0,2,8,16
Mushkin Blackline 16 GB,5.0,,DDR3-2400,2 x 8GB,,Black,9.167 ns,11.0,2,8,16
Mushkin Blackline 16 GB,,,DDR3-2133,2 x 8GB,,,9.376 ns,10.0,2,8,16
Mushkin Blackline 16 GB,5.0,,DDR3-2133,2 x 8GB,,Black,9.376 ns,10.0,2,8,16
Mushkin Blackline 16 GB,,,DDR3-2133,2 x 8GB,,Black,10.314 ns,11.0,2,8,16
Mushkin Blackline 32 GB,,,DDR3-2133,4 x 8GB,,,10.314 ns,11.0,4,8,32
Mushkin Blackline 32 GB,,,DDR3-2133,4 x 8GB,,Black,10.314 ns,11.0,4,8,32
Mushkin Redline 16 GB,,,DDR3-2400,2 x 8GB,,,8.333 ns,10.0,2,8,16
Mushkin Blackline 16 GB,,,DDR3-2133,2 x 8GB,,Black,10.314 ns,11.0,2,8,16
GeIL EVO Leggara 16 GB,,,DDR3-1866,4 x 4GB,,Black / Green,9.646 ns,9.0,4,4,16
Mushkin Blackline 32 GB,,,DDR3-2400,4 x 8GB,,Black,9.167 ns,11.0,4,8,32
Corsair CMSO8GX3M1B1333C9 8 GB,,,DDR3-1333,1 x 8GB,,,13.503 ns,9.0,1,8,8
ADATA XPG V2 8 GB,4.5,,DDR3-1600,2 x 4GB,,Black / Yellow,11.25 ns,9.0,2,4,8
ADATA XPG V2 8 GB,4.5,,DDR3-1600,2 x 4GB,,Black / Silver,11.25 ns,9.0,2,4,8
ADATA XPG V2 8 GB,,,DDR3-2400,2 x 4GB,,Black / Yellow,9.167 ns,11.0,2,4,8
ADATA XPG V2 8 GB,,,DDR3-2400,2 x 4GB,,Black / Silver,9.167 ns,11.0,2,4,8
ADATA XPG V2 8 GB,,,DDR3-2600,2 x 4GB,,Black / Silver,8.462 ns,11.0,2,4,8
ADATA XPG V2 16 GB,,,DDR3-2600,2 x 8GB,,Black / Yellow,8.462 ns,11.0,2,8,16
ADATA XPG V2 8 GB,,,DDR3-2800,2 x 4GB,,Black / Silver,7.857 ns,11.0,2,4,8
ADATA XPG V2 16 GB,,,DDR3-2800,2 x 8GB,,Black / Yellow,7.857 ns,11.0,2,8,16
GeIL GEV38GB1866C10DC 8 GB,,,DDR3-1866,2 x 4GB,,Red / Silver,10.718 ns,10.0,2,4,8
Kingston KTL-TP3CL/4G 4 GB,,30.0,DDR3-1600,1 x 4GB,7.5,,13.75 ns,11.0,1,4,4
Kingston KTH-X3CL/4G 4 GB,,39.99,DDR3-1600,1 x 4GB,9.998,,13.75 ns,11.0,1,4,4
Kingston KTL-TP3CL/8G 8 GB,,34.95,DDR3-1600,1 x 8GB,4.369,,13.75 ns,11.0,1,8,8
Kingston KTT-S3CL/4G 4 GB,,,DDR3-1600,1 x 4GB,,,13.75 ns,11.0,1,4,4
Kingston KTT-S3CL/8G 8 GB,,,DDR3-1600,1 x 8GB,,,13.75 ns,11.0,1,8,8
AMD AE38G1609U1K 8 GB,4.0,,DDR3-1600,2 x 4GB,,,11.25 ns,9.0,2,4,8
AMD AP38G1869U1K 8 GB,5.0,,DDR3-1866,2 x 4GB,,Black / Red,9.646 ns,9.0,2,4,8
Avexir Server 8 GB,,,DDR3-1333,1 x 8GB,,Black / Green,13.503 ns,9.0,1,8,8
Avexir Apple Memory 8 GB,,,DDR3-1333,1 x 8GB,,Green,13.503 ns,9.0,1,8,8
Avexir Platinum 8 GB,,,DDR3-1333,2 x 4GB,,Black,13.503 ns,9.0,2,4,8
Avexir Green 8 GB,,,DDR3-1333,1 x 8GB,,Black / Green,13.503 ns,9.0,1,8,8
Avexir Green 8 GB,,,DDR3-1600,2 x 4GB,,Green,11.25 ns,9.0,2,4,8
Avexir Core 16 GB,,,DDR3-1600,4 x 4GB,,Black / Orange,11.25 ns,9.0,4,4,16
Avexir Standard 16 GB,,,DDR3-1600,4 x 4GB,,Black / Silver,11.25 ns,9.0,4,4,16
Avexir Core 16 GB,4.5,,DDR3-1600,2 x 8GB,,Black / Blue,12.5 ns,10.0,2,8,16
Avexir Core 24 GB,,,DDR3-1600,3 x 8GB,,Black / Blue,12.5 ns,10.0,3,8,24
Avexir Core 32 GB,,,DDR3-1600,4 x 8GB,,Black / Blue,12.5 ns,10.0,4,8,32
ADATA XPG V2 16 GB,5.0,,DDR3-1600,2 x 8GB,,Black / Silver,11.25 ns,9.0,2,8,16
ADATA XPG V2 16 GB,4.5,,DDR3-2400,2 x 8GB,,Black / Silver,9.167 ns,11.0,2,8,16
ADATA XPG V2 8 GB,,,DDR3-2600,2 x 4GB,,Black / Yellow,8.462 ns,11.0,2,4,8
ADATA XPG V2 16 GB,,,DDR3-2600,2 x 8GB,,Black / Silver,8.462 ns,11.0,2,8,16
ADATA XPG V2 8 GB,,,DDR3-2800,2 x 4GB,,Black / Yellow,7.857 ns,11.0,2,4,8
GeIL EVO VELOCE 16 GB,,,DDR3-2133,2 x 8GB,,Red / Silver,9.376 ns,10.0,2,8,16
Kingston KTD-L3CL/4G 4 GB,,33.75,DDR3-1600,1 x 4GB,8.438,Green,13.75 ns,11.0,1,4,4
G.Skill Trident X 8 GB,,,DDR3-2800,2 x 4GB,,,8.571 ns,12.0,2,4,8
G.Skill Trident X 8 GB,,,DDR3-3000,2 x 4GB,,,8 ns,12.0,2,4,8
Mushkin Stealth 16 GB,,,DDR3-2800,4 x 4GB,,,8.571 ns,12.0,4,4,16
Mushkin Stealth 16 GB,,,DDR3-2800,4 x 4GB,,,8.571 ns,12.0,4,4,16
Mushkin Stealth 8 GB,,,DDR3-2800,2 x 4GB,,,8.571 ns,12.0,2,4,8
Mushkin Stealth 8 GB,,,DDR3-2800,2 x 4GB,,,8.571 ns,12.0,2,4,8
G.Skill Ripjaws X 16 GB,,,DDR3-2133,4 x 4GB,,,8.439 ns,9.0,4,4,16
Kingston KVR13N9S8HK2/8 8 GB,4.0,,DDR3-1333,2 x 4GB,,Green,13.503 ns,9.0,2,4,8
Crucial Ballistix Sport 8 GB,,59.9,DDR3-1600,2 x 4GB,7.487,,11.25 ns,9.0,2,4,8
Crucial Ballistix Sport 4 GB,,31.45,DDR3-1600,1 x 4GB,7.862,Black / Silver,11.25 ns,9.0,1,4,4
Crucial Ballistix Sport 8 GB,,,DDR3-1600,1 x 8GB,,Black / Silver,11.25 ns,9.0,1,8,8
G.Skill F3-1333C9D-8GSL 8 GB,,,DDR3-1333,2 x 4GB,,,13.503 ns,9.0,2,4,8
G.Skill F3-1333C9S-4GSL 4 GB,,,DDR3-1333,1 x 4GB,,Green,13.503 ns,9.0,1,4,4
G.Skill F3-1333C9S-8GSL 8 GB,,,DDR3-1333,1 x 8GB,,,13.503 ns,9.0,1,8,8
ADATA XPG Gaming 8 GB,5.0,,DDR3-1600,1 x 8GB,,Black / Silver,11.25 ns,9.0,1,8,8
G.Skill F3-1333C9D-16GSL 16 GB,,,DDR3-1333,2 x 8GB,,,13.503 ns,9.0,2,8,16
Patriot Viper 3 16 GB,,,DDR3-1600,2 x 8GB,,Black / Blue,12.5 ns,10.0,2,8,16
TEAMGROUP Dark 16 GB,,,DDR3-1600,2 x 8GB,,,11.25 ns,9.0,2,8,16
TEAMGROUP Dark 8 GB,,,DDR3-1600,2 x 4GB,,,11.25 ns,9.0,2,4,8
TEAMGROUP Dark 8 GB,,,DDR3-1866,2 x 4GB,,,9.646 ns,9.0,2,4,8
TEAMGROUP TED38192M1333C9 8 GB,,,DDR3-1333,1 x 8GB,,,13.503 ns,9.0,1,8,8
TEAMGROUP Elite 8 GB,,,DDR3-1333,2 x 4GB,,,13.503 ns,9.0,2,4,8
TEAMGROUP TED38192M1600HC11DC 8 GB,4.0,,DDR3-1600,2 x 4GB,,Red / Silver,13.75 ns,11.0,2,4,8
TEAMGROUP Elite 8 GB,4.5,,DDR3-1600,1 x 8GB,,,13.75 ns,11.0,1,8,8
TEAMGROUP Elite 2 GB,,,DDR2-667,1 x 2GB,,,14.993 ns,5.0,1,2,2
TEAMGROUP Elite 2 GB,,,DDR2-667,1 x 2GB,,,14.993 ns,5.0,1,2,2
TEAMGROUP TEDD2048M800HC5 2 GB,,,DDR2-800,1 x 2GB,,,12.5 ns,5.0,1,2,2
TEAMGROUP Elite 4 GB,,,DDR2-667,2 x 2GB,,,14.993 ns,5.0,2,2,4
TEAMGROUP Elite 4 GB,,,DDR2-800,2 x 2GB,,,12.5 ns,5.0,2,2,4
TEAMGROUP Vulcan 16 GB,,,DDR3-1600,2 x 8GB,,,12.5 ns,10.0,2,8,16
TEAMGROUP Vulcan 8 GB,4.5,,DDR3-1600,2 x 4GB,,,11.25 ns,9.0,2,4,8
TEAMGROUP Vulcan 8 GB,,,DDR3-2400,2 x 4GB,,,8.333 ns,10.0,2,4,8
TEAMGROUP Vulcan 8 GB,4.0,,DDR3-1600,2 x 4GB,,,11.25 ns,9.0,2,4,8
TEAMGROUP TLD316G1600HC10ADC01 16 GB,,,DDR3-1600,2 x 8GB,,Black / Red,12.5 ns,10.0,2,8,16
TEAMGROUP Vulcan 8 GB,4.5,,DDR3-1600,2 x 4GB,,Orange,11.25 ns,9.0,2,4,8
TEAMGROUP Vulcan 16 GB,4.5,,DDR3-1600,2 x 8GB,,,11.25 ns,9.0,2,8,16
TEAMGROUP Xtreem Dark 16 GB,,,DDR3-1600,4 x 4GB,,,11.25 ns,9.0,4,4,16
TEAMGROUP TXD316G1866HC9KQC-D 16 GB,,,DDR3-1866,4 x 4GB,,,9.646 ns,9.0,4,4,16
TEAMGROUP Xtreem LV 16 GB,,,DDR3-2133,2 x 8GB,,,10.314 ns,11.0,2,8,16
TEAMGROUP TXD316G2133HC11QC-L 16 GB,,,DDR3-2133,4 x 4GB,,,10.314 ns,11.0,4,4,16
TEAMGROUP Xtreem LV 16 GB,4.5,,DDR3-2400,2 x 8GB,,,8.333 ns,10.0,2,8,16
TEAMGROUP Xtreem 16 GB,5.0,,DDR3-2666,2 x 8GB,,,8.252 ns,11.0,2,8,16
TEAMGROUP Xtreem Dark 8 GB,4.5,,DDR3-1600,2 x 4GB,,Black / Silver,11.25 ns,9.0,2,4,8
TEAMGROUP Xtreem LV 8 GB,,,DDR3-2400,2 x 4GB,,,8.333 ns,10.0,2,4,8
TEAMGROUP Xtreem 8 GB,,,DDR3-2666,2 x 4GB,,Black / Red,8.252 ns,11.0,2,4,8
Avexir Core 8 GB,,,DDR3-1600,2 x 4GB,,Black / Yellow,11.25 ns,9.0,2,4,8
G.Skill Trident X 16 GB,,,DDR3-2933,4 x 4GB,,,8.183 ns,12.0,4,4,16
Patriot Viper 3 16 GB,,,DDR3-2133,2 x 8GB,,,10.314 ns,11.0,2,8,16
Patriot Viper 3 8 GB,4.0,,DDR3-1866,2 x 4GB,,,9.646 ns,9.0,2,4,8
ADATA XPG Gaming 4 GB,5.0,,DDR3-1600,1 x 4GB,,Black / Silver,11.25 ns,9.0,1,4,4
G.Skill F3-1600C11D-16GSL 16 GB,,,DDR3-1600,2 x 8GB,,Green,13.75 ns,11.0,2,8,16
G.Skill F3-1600C11S-4GSL 4 GB,,,DDR3-1600,1 x 4GB,,,13.75 ns,11.0,1,4,4
G.Skill F3-1600C9S-4GSL 4 GB,,20.0,DDR3-1600,1 x 4GB,5.0,,11.25 ns,9.0,1,4,4
Wintec AMPX 8 GB,,,DDR3-1600,2 x 4GB,,Black / Silver,11.25 ns,9.0,2,4,8
Wintec Value 4 GB,,,DDR3-1600,1 x 4GB,,Green,11.25 ns,9.0,1,4,4
Avexir Standard 8 GB,,,DDR3-1333,2 x 4GB,,Black / Silver,13.503 ns,9.0,2,4,8
Avexir Core 8 GB,4.0,,DDR3-1333,1 x 8GB,,Black / Blue,13.503 ns,9.0,1,8,8
Avexir Platinum 8 GB,,,DDR3-1333,1 x 8GB,,Black,13.503 ns,9.0,1,8,8
Avexir Core 16 GB,,,DDR3-1333,2 x 8GB,,Black / Blue,13.503 ns,9.0,2,8,16
Avexir Standard 16 GB,,,DDR3-1333,2 x 8GB,,Black / Silver,13.503 ns,9.0,2,8,16
Avexir Core 8 GB,,,DDR3-1600,2 x 4GB,,Black / Orange,11.25 ns,9.0,2,4,8
Avexir MPower 16 GB,,,DDR3-1600,2 x 8GB,,Black / Yellow,12.5 ns,10.0,2,8,16
Avexir Core 16 GB,,,DDR3-1866,4 x 4GB,,Black / Blue,9.646 ns,9.0,4,4,16
Avexir Core 8 GB,,,DDR3-2000,2 x 4GB,,Black / Blue,9 ns,9.0,2,4,8
Avexir Core 16 GB,,,DDR3-2000,4 x 4GB,,Black / Blue,9 ns,9.0,4,4,16
Corsair Vengeance Pro 32 GB,5.0,,DDR3-1600,4 x 8GB,,Black / Blue,11.25 ns,9.0,4,8,32
Crucial Ballistix Sport 16 GB,,,DDR3-1866,2 x 8GB,,,10.718 ns,10.0,2,8,16
Crucial Ballistix Sport 8 GB,,,DDR3-1866,1 x 8GB,,Black / Silver,10.718 ns,10.0,1,8,8
G.Skill F3-1600C11S-8GSL 8 GB,,,DDR3-1600,1 x 8GB,,,13.75 ns,11.0,1,8,8
Patriot Viper 3 16 GB,5.0,,DDR3-1866,2 x 8GB,,Black / Blue,10.718 ns,10.0,2,8,16
Patriot Viper 3 8 GB,5.0,,DDR3-1600,2 x 4GB,,Black / Blue,11.25 ns,9.0,2,4,8
Patriot Viper 3 8 GB,,,DDR3-2133,2 x 4GB,,,10.314 ns,11.0,2,4,8
Crucial Ballistix Sport 8 GB,,,DDR3-1866,2 x 4GB,,,10.718 ns,10.0,2,4,8
GeIL GeIL EVO VELOCE 8GB (2 x 4GB) 8 GB,5.0,,DDR3-1866,2 x 4GB,,Red / Silver,9.646 ns,9.0,2,4,8
Mushkin Blackline 16 GB,,,DDR3-2666,4 x 4GB,,,9.002 ns,12.0,4,4,16
Mushkin Stealth 16 GB,,,DDR3-2666,4 x 4GB,,,9.002 ns,12.0,4,4,16
Mushkin Blackline RADIOACTIVE 16 GB,,,DDR3-2666,4 x 4GB,,,9.002 ns,12.0,4,4,16
Mushkin Blackline 8 GB,,,DDR3-2666,2 x 4GB,,,9.002 ns,12.0,2,4,8
Mushkin Stealth 8 GB,,,DDR3-2666,2 x 4GB,,,9.002 ns,12.0,2,4,8
Mushkin Blackline RADIOACTIVE 8 GB,,,DDR3-2666,2 x 4GB,,Yellow / Black,9.002 ns,12.0,2,4,8
VisionTek 900392 2 GB,,,DDR3-1600,1 x 2GB,,Black,11.25 ns,9.0,1,2,2
VisionTek Black Label 4 GB,,,DDR3-1600,1 x 4GB,,Black,11.25 ns,9.0,1,4,4
VisionTek 900408 8 GB,4.5,,DDR3-1600,2 x 4GB,,Black,11.25 ns,9.0,2,4,8
Kingston KVR13S9S8K2/8 8 GB,,42.0,DDR3-1333,1 x 8GB,5.25,Green,13.503 ns,9.0,1,8,8
G.Skill Ripjaws 8 GB,,,DDR3-1866,2 x 4GB,,Black / Red,10.718 ns,10.0,2,4,8
G.Skill Ripjaws 4 GB,,,DDR3-1866,1 x 4GB,,Black / Red,10.718 ns,10.0,1,4,4
Corsair CMSO16GX3M2C1600C11 16 GB,,84.98,DDR3-1600,2 x 8GB,5.311,Green,11.25 ns,9.0,2,8,16
Corsair Vengeance 8 GB,4.5,,DDR3-1600,2 x 4GB,,Black / Gold,11.25 ns,9.0,2,4,8
Patriot PV316G240C0KBL 16 GB,,,DDR3-2400,2 x 8GB,,Black / Blue,8.333 ns,10.0,2,8,16
Avexir SODIMM 16 GB,,,DDR3-1333,2 x 8GB,,Black / Green,13.503 ns,9.0,2,8,16
Avexir MSI Z77 MPOWER Optimized (Blue LED) 8GB 8 GB,5.0,,DDR3-2133,2 x 4GB,,Black / Yellow,8.439 ns,9.0,2,4,8
Avexir AVEXIR Core Series 8GB Kit 8 GB,,,DDR3-2800,4 x 2GB,,Black / Blue,8.571 ns,12.0,4,2,8
G.Skill Ripjaws 16 GB,,,DDR3-1866,2 x 8GB,,Black / Red,10.718 ns,10.0,2,8,16
G.Skill Ripjaws 8 GB,,,DDR3-1866,1 x 8GB,,Black / Red,10.718 ns,10.0,1,8,8
Patriot Patriot Viper 3 4GB 4 GB,4.5,,DDR3-1600,1 x 4GB,,,12.5 ns,10.0,1,4,4
Patriot Patriot Viper 3 8GB 8 GB,4.5,,DDR3-1600,1 x 8GB,,,12.5 ns,10.0,1,8,8
AMD AE38G1609U2 8 GB,,,DDR3-1600,1 x 8GB,,Black / Red,11.25 ns,9.0,1,8,8
Avexir Standard 8 GB,,,DDR3-1333,1 x 8GB,,Black / Silver,13.503 ns,9.0,1,8,8
Corsair Vengeance Performance 8 GB,,,DDR3-1866,2 x 4GB,,Black / Gold,10.718 ns,10.0,2,4,8
Corsair Vengeance Pro 8 GB,4.5,,DDR3-1600,2 x 4GB,,,11.25 ns,9.0,2,4,8
Avexir Standard 32 GB,,,DDR3-1600,4 x 8GB,,Black / Silver,12.5 ns,10.0,4,8,32
Avexir Core Series 16 GB,,,DDR3-2800,4 x 4GB,,Black / Blue,8.571 ns,12.0,4,4,16
Avexir Core Series 8 GB,,,DDR3-2933,2 x 4GB,,Black / Blue,8.183 ns,12.0,2,4,8
Avexir Core Series 8 GB,,,DDR3-3000,2 x 4GB,,Black / Blue,8 ns,12.0,2,4,8
ADATA XPG V2 8 GB,,,DDR3-3100,2 x 4GB,,,7.742 ns,12.0,2,4,8
OCZ OCZ2M8004GK 4 GB,,32.85,DDR2-800,2 x 2GB,8.213,Green,12.5 ns,5.0,2,2,4
Avexir Core 8 GB,,,DDR3-3200,2 x 4GB,,Black / Blue,8.125 ns,13.0,2,4,8
ADATA XPG V1.0 4 GB,5.0,,DDR3-1600,1 x 4GB,,Blue / Silver,13.75 ns,11.0,1,4,4
ADATA XPG V1.0 4 GB,4.5,,DDR3-1600,1 x 4GB,,,11.25 ns,9.0,1,4,4
ADATA XPG V1.0 8 GB,4.5,,DDR3-1600,1 x 8GB,,Black / Silver,11.25 ns,9.0,1,8,8
Mushkin Blackline 32 GB,,,DDR3-1600,4 x 8GB,,Black / White,11.25 ns,9.0,4,8,32
Mushkin Blackline 32 GB,,,DDR3-1866,4 x 8GB,,Black / White,11.79 ns,11.0,4,8,32
Mushkin Redline 32 GB,,,DDR3-1866,4 x 8GB,,Red / White,9.646 ns,9.0,4,8,32
Mushkin Blackline 16 GB,,,DDR3-2133,4 x 4GB,,Black / White,9.376 ns,10.0,4,4,16
Mushkin Blackline 8 GB,,,DDR3-1600,2 x 4GB,,Black / White,12.5 ns,10.0,2,4,8
Mushkin Blackline 8 GB,,,DDR3-1600,2 x 4GB,,Black / White,11.25 ns,9.0,2,4,8
Mushkin Blackline 16 GB,,,DDR3-1600,2 x 8GB,,Black / White,11.25 ns,9.0,2,8,16
Mushkin Blackline 16 GB,,,DDR3-1600,2 x 8GB,,Black / White,12.5 ns,10.0,2,8,16
Mushkin Redline 16 GB,,,DDR3-1866,2 x 8GB,,Red / White,10.718 ns,10.0,2,8,16
Mushkin Redline 16 GB,,,DDR3-1866,2 x 8GB,,Black / White,9.646 ns,9.0,2,8,16
Mushkin Blackline 16 GB,,,DDR3-2133,2 x 8GB,,Black / White,10.314 ns,11.0,2,8,16
Silicon Power SP004GBLTU133N02 4 GB,,,DDR3-1333,1 x 4GB,,Black / Green,13.503 ns,9.0,1,4,4
Silicon Power SP008GBLTU133N02 8 GB,,,DDR3-1333,1 x 8GB,,Black / Green,13.503 ns,9.0,1,8,8
TEAMGROUP R-DIMM 2 GB,,,DDR3-1600,1 x 2GB,,Black / Green,13.75 ns,11.0,1,2,2
TEAMGROUP R-DIMM 4 GB,,,DDR3-1600,1 x 4GB,,Black / Green,13.75 ns,11.0,1,4,4
TEAMGROUP Elite 8 GB,,,DDR3-1600,1 x 8GB,,Silver,13.75 ns,11.0,1,8,8
Mushkin Redline 16 GB,,,DDR3-1866,4 x 4GB,,Black / White,9.646 ns,9.0,4,4,16
Mushkin Redline 8 GB,5.0,,DDR3-1866,2 x 4GB,,Black / White,9.646 ns,9.0,2,4,8
Kingston KVR16E11/8HB 8 GB,,,DDR3-1600,1 x 8GB,,Black / Green,13.75 ns,11.0,1,8,8
G.Skill Ripjaws 4 8 GB,5.0,,DDR4-2133,2 x 4GB,,Red,14.065 ns,15.0,2,4,8
G.Skill Ripjaws 4 32 GB,,,DDR4-2666,4 x 8GB,,Black,11.253 ns,15.0,4,8,32
G.Skill Ripjaws 4 64 GB,,,DDR4-2666,8 x 8GB,,Blue,12.003 ns,16.0,8,8,64
G.Skill Ripjaws 4 32 GB,,,DDR4-2800,4 x 8GB,,Blue,10.714 ns,15.0,4,8,32
Mushkin Redline 4 GB,,,DDR4-3200,1 x 4GB,,Red / White,10 ns,16.0,1,4,4
Mushkin Redline 4 GB,,,DDR4-3000,1 x 4GB,,Red / White,10 ns,15.0,1,4,4
Mushkin Blackline 16 GB,,,DDR3-2133,4 x 4GB,,Black / White,9.376 ns,10.0,4,4,16
Mushkin Redline 16 GB,,,DDR4-3200,4 x 4GB,,Red / White,10 ns,16.0,4,4,16
Mushkin Redline 16 GB,,,DDR4-3000,4 x 4GB,,Red / White,10 ns,15.0,4,4,16
Mushkin Blackline 8 GB,,,DDR3-2133,2 x 4GB,,Black / White,9.376 ns,10.0,2,4,8
Mushkin Redline 8 GB,,,DDR4-3200,2 x 4GB,,Red / White,10 ns,16.0,2,4,8
Mushkin Redline 8 GB,,,DDR4-3000,2 x 4GB,,Red / White,10 ns,15.0,2,4,8
TEAMGROUP Vulcan Orange 8 GB,,,DDR3-2133,2 x 4GB,,Orange,10.314 ns,11.0,2,4,8
TEAMGROUP Vulcan 16 GB,,,DDR3-2400,2 x 8GB,,Red,9.167 ns,11.0,2,8,16
Kingston KVR16LR11D4/16HB 16 GB,,,DDR3-1600,1 x 16GB,,Black / Green,13.75 ns,11.0,1,16,16
Kingston KVR16LR11S4/8HB 8 GB,,,DDR3-1600,1 x 8GB,,Black / Green,13.75 ns,11.0,1,8,8
Kingston KVR16R11D4/16HB 16 GB,,107.66,DDR3-1600,1 x 16GB,6.729,Black / Green,13.75 ns,11.0,1,16,16
Kingston KVR16R11S4/8HB 8 GB,,144.74,DDR3-1600,1 x 8GB,18.093,Black / Green,13.75 ns,11.0,1,8,8
Patriot PSD34G1600L82S 4 GB,,,DDR3-1600,1 x 4GB,,Black / Green,13.75 ns,11.0,1,4,4
Mushkin Redline 8 GB,,,DDR4-2666,1 x 8GB,,Red / White,11.253 ns,15.0,1,8,8
Mushkin Redline 8 GB,,,DDR4-3000,1 x 8GB,,Red / White,10 ns,15.0,1,8,8
Mushkin Redline 32 GB,,,DDR4-3000,4 x 8GB,,Red / White,10 ns,15.0,4,8,32
Mushkin Redline 8 GB,,,DDR4-2400,2 x 4GB,,Red / White,10.833 ns,13.0,2,4,8
Mushkin Redline 16 GB,,,DDR4-3000,2 x 8GB,,Red / White,10 ns,15.0,2,8,16
Wintec 3SH13339R5-8GR 8 GB,,,DDR3-1333,1 x 8GB,,Black / Green,13.503 ns,9.0,1,8,8
Corsair Dominator Platinum 16 GB,,,DDR4-3000,4 x 4GB,,Black / Silver,10 ns,15.0,4,4,16
Crucial Ballistix Elite 8 GB,4.5,,DDR4-2666,1 x 8GB,,Black,12.003 ns,16.0,1,8,8
Corsair TW3X4G1333C9A 4 GB,,,DDR3-1333,2 x 2GB,,Black / Blue,13.503 ns,9.0,2,2,4
G.Skill Ripjaws 4 16 GB,,,DDR4-3200,4 x 4GB,,Black / Red,9.375 ns,15.0,4,4,16
Kingston KVR16LE11S8/4HB 4 GB,,,DDR3-1600,1 x 4GB,,Black / Green,13.75 ns,11.0,1,4,4
Mushkin Redline 4 GB,,,DDR4-2800,1 x 4GB,,Red / White,10.714 ns,15.0,1,4,4
Mushkin Blackline 4 GB,,,DDR4-2800,1 x 4GB,,Black / White,11.429 ns,16.0,1,4,4
Mushkin Redline 32 GB,,,DDR4-2666,4 x 8GB,,Red / White,11.253 ns,15.0,4,8,32
Mushkin Redline 16 GB,,,DDR4-2800,4 x 4GB,,Red / White,10.714 ns,15.0,4,4,16
Mushkin Blackline 16 GB,,,DDR4-2800,4 x 4GB,,Black / White,11.429 ns,16.0,4,4,16
Mushkin Redline 8 GB,,,DDR4-2400,2 x 4GB,,Red / White,12.5 ns,15.0,2,4,8
Mushkin Redline 8 GB,,,DDR4-2800,2 x 4GB,,Red / White,10.714 ns,15.0,2,4,8
Mushkin Blackline 8 GB,,,DDR4-2800,2 x 4GB,,Black / White,11.429 ns,16.0,2,4,8
TEAMGROUP R-DIMM 32 GB,,,DDR3-1333,1 x 32GB,,Silver,13.503 ns,9.0,1,32,32
Patriot Viper 4 16 GB,,101.63,DDR4-2666,4 x 4GB,6.352,Black / Red,11.253 ns,15.0,4,4,16
Patriot Viper 4 16 GB,,,DDR4-2800,4 x 4GB,,Black / Red,11.429 ns,16.0,4,4,16
Corsair Dominator Platinum 16 GB,,,DDR4-3333,4 x 4GB,,Black / Silver,9.601 ns,16.0,4,4,16
Corsair Dominator Platinum 64 GB,,,DDR4-2800,8 x 8GB,,Black / Silver,10.714 ns,15.0,8,8,64
Samsung M393B1G73DB0-YK0 8 GB,,,DDR3-1600,1 x 8GB,,Black / Green,13.75 ns,11.0,1,8,8
Mushkin Blackline 32 GB,,,DDR4-2800,4 x 8GB,,Black / White,11.429 ns,16.0,4,8,32
Mushkin Blackline 8 GB,,,DDR4-2800,1 x 8GB,,Black / White,11.429 ns,16.0,1,8,8
GeIL GPW38GB3000C13DC 8 GB,,,DDR3-3000,2 x 4GB,,Black / White,8.667 ns,13.0,2,4,8
Kingston HX321LS11IB2K2/8 8 GB,,,DDR3-2133,1 x 8GB,,Black / Silver,10.314 ns,11.0,1,8,8
Silicon Power SP008GXLYU16ANDA 8 GB,,,DDR3-1600,2 x 4GB,,Red,11.25 ns,9.0,2,4,8
Silicon Power SP008GXLYU18ANDA 8 GB,,,DDR3-1866,2 x 4GB,,Red,9.646 ns,9.0,2,4,8
Silicon Power SP008GXLYU21ANDA 8 GB,,,DDR3-2133,2 x 4GB,,Red,10.314 ns,11.0,2,4,8
Silicon Power SP008GXLYU24ANDA 8 GB,,,DDR3-2400,2 x 4GB,,Red,9.167 ns,11.0,2,4,8
Silicon Power SP016GXLYU16ANDA 16 GB,,,DDR3-1600,2 x 8GB,,Red,11.25 ns,9.0,2,8,16
Silicon Power SP016GXLYU18ANDA 16 GB,,,DDR3-1866,2 x 8GB,,Red,9.646 ns,9.0,2,8,16
Silicon Power SP016GXLYU21ANDA 16 GB,,,DDR3-2133,2 x 8GB,,Red,10.314 ns,11.0,2,8,16
Silicon Power SP016GXLYU24ANDA 16 GB,,,DDR3-2400,2 x 8GB,,Red,9.167 ns,11.0,2,8,16
