title,rating,price,cpu_socket,form_factor,max_memory,memory_slots,color,max_memory_gb
ASRock B860M Pro-A,,139.99,LGA1851,Micro ATX,256 GB,4,Black,256.0
MSI B560M PRO,5.0,,LGA1200,Micro ATX,64 GB,2,Black,64.0
Gigabyte GA-Z270-HD3,4.5,,LGA1151,ATX,64 GB,4,Black / Gold,64.0
Gigabyte X299 DESIGNARE EX,,769.0,LGA2066,ATX,128 GB,8,Black / Silver,128.0
EVGA Micro 2,4.5,,LGA2011-3,Micro ATX,64 GB,4,Black,64.0
MSI Z170A GAMING PRO,5.0,,LGA1151,ATX,64 GB,4,Black / Red,64.0
Asus B150 PRO GAMING/AURA,4.5,,LGA1151,ATX,64 GB,4,Black / Red,64.0
Gigabyte GA-F2A88XM-D3HP,,,FM2+,Micro ATX,64 GB,4,Black,64.0
Asus PRIME B250M-K,4.0,,LGA1151,Micro ATX,32 GB,2,Black / Silver,32.0
Asus STRIX Z270G,4.5,,LGA1151,Micro ATX,64 GB,4,Black / Silver,64.0
Asus PRIME B350M-E,,,AM4,Micro ATX,32 GB,2,Black / Red,32.0
MSI B360-A PRO,4.0,,LGA1151,ATX,64 GB,4,Brown,64.0
ASRock Z390M Pro4,4.0,,LGA1151,Micro ATX,128 GB,4,Black / Silver,128.0
Gigabyte B460 HD3,4.0,,LGA1200,ATX,128 GB,4,Black / Silver,128.0
Asus PRIME B650-PLUS-CSM,,,AM5,ATX,192 GB,4,Silver / Black,192.0
Gigabyte H510M S2H,,159.0,LGA1200,Micro ATX,64 GB,2,Brown / Gray,64.0
Gigabyte H310M S2P,5.0,,LGA1151,Micro ATX,32 GB,2,Silver / Brown,32.0
MSI MEG Z590 UNIFY,5.0,507.99,LGA1200,ATX,128 GB,4,Black,128.0
Biostar H81MHV3,3.5,,LGA1150,Micro ATX,16 GB,2,Black / Yellow,16.0
ASRock Z490 Pro4,2.5,,LGA1200,ATX,128 GB,4,Black / Silver,128.0
MSI B150 PC Mate,4.5,,LGA1151,ATX,64 GB,4,Black / Silver,64.0
MSI PRO Z790-P DDR4,,,LGA1700,ATX,128 GB,4,Black / Silver,128.0
MSI Z370M GAMING PRO AC,4.0,,LGA1151,Micro ATX,64 GB,4,Black / Silver,64.0
MSI MAG B660 TOMAHAWK WIFI,,,LGA1700,ATX,192 GB,4,Black / Silver,192.0
Biostar H510MHP 2.0,,,LGA1200,Micro ATX,64 GB,2,Black,64.0
Asus Z97-K/CSM,4.0,,LGA1150,ATX,32 GB,4,Black / Gold,32.0
Asus Z97-P,4.0,,LGA1150,ATX,32 GB,4,Black / Gold,32.0
MSI A68HM-E33 V2,3.5,,FM2+,Micro ATX,32 GB,2,Black,32.0
Gigabyte GA-990FXA-UD3 R5,4.0,,AM3+,ATX,32 GB,4,Black,32.0
Gigabyte GA-Z270-Gaming K3,4.0,,LGA1151,ATX,64 GB,4,Black / Red,64.0
ASRock B360M-HDV,4.0,,LGA1151,Micro ATX,32 GB,2,Black / Silver,32.0
Asus TUF B360-Plus Gaming,4.0,,LGA1151,ATX,64 GB,4,Black / Gold,64.0
Gigabyte GA-B365M-H,3.5,,LGA1151,Micro ATX,32 GB,2,Black / Red,32.0
Asus ROG STRIX B460-I GAMING,4.5,,LGA1200,Mini ITX,64 GB,2,Black / Silver,64.0
MSI MAG B460M BAZOOKA,4.0,,LGA1200,Micro ATX,128 GB,4,Black / Silver,128.0
Asus TUF GAMING B560M-PLUS,,,LGA1200,Micro ATX,128 GB,4,Black / Gold,128.0
ASRock Z890 Pro RS WiFi,,229.99,LGA1851,ATX,256 GB,4,Silver / Black,256.0
Gigabyte Z590 VISION D,5.0,,LGA1200,ATX,128 GB,4,Black / White,128.0
Asus TUF GAMING B860M-PLUS,,285.7,LGA1851,Micro ATX,256 GB,4,Black / Silver,256.0
Asus WS C246 PRO,5.0,449.0,LGA1151,ATX,64 GB,4,Black / Silver,64.0
Gigabyte GA-AX370-Gaming K5,4.0,236.49,AM4,ATX,64 GB,4,Black / Orange,64.0
Supermicro MBD-X11SCV-Q-O,,346.43,LGA1151,Mini ITX,64 GB,2,Green / Black,64.0
Biostar B760NH-E,,,LGA1700,Mini ITX,96 GB,2,Silver / Black,96.0
Asus MAXIMUS VII RANGER,4.5,,LGA1150,ATX,32 GB,4,Black / Red,32.0
ASRock Z690 Phantom Gaming 4,4.0,,LGA1700,ATX,128 GB,4,Black / Silver,128.0
ASRock Z790 PG Lightning/D4,,,LGA1700,ATX,128 GB,4,Black,128.0
Asus P6T,,,LGA1366,ATX,24 GB,6,Black / Blue,24.0
Asus M5A99X EVO R2.0,4.5,,AM3+,ATX,32 GB,4,Black / Blue,32.0
MSI Z97-G45 Gaming,4.5,,LGA1150,ATX,32 GB,4,Black / Red,32.0
ASRock X99 Extreme4,4.5,,LGA2011-3,ATX,128 GB,8,Black / Blue,128.0
Asus MAXIMUS VII IMPACT,4.5,,LGA1150,Mini ITX,16 GB,2,Black / Red,16.0
Gigabyte GA-Z170-HD3,4.0,,LGA1151,ATX,64 GB,4,Black / Gold,64.0
Gigabyte GA-Z170N-WIFI,4.0,,LGA1151,Mini ITX,32 GB,2,Black,32.0
ASRock H110M-HDV,4.0,,LGA1151,Micro ATX,32 GB,2,Black / Orange,32.0
Asus PRIME Q270M-C,,,LGA1151,Micro ATX,64 GB,4,Green / Black,64.0
Biostar TB250-BTC,,,LGA1151,ATX,32 GB,2,Black / Yellow,32.0
ASRock A320M-DGS,4.0,,AM4,Micro ATX,32 GB,2,Black / Silver,32.0
Asus TUF Z370 Pro Gaming,4.5,,LGA1151,ATX,64 GB,4,Black / Yellow,64.0
ASRock Z390 STEEL LEGEND,5.0,,LGA1151,ATX,128 GB,4,Silver / Black,128.0
MSI MPG Z790 CARBON MAX WIFI,,,LGA1700,ATX,192 GB,4,Black,192.0
Gigabyte Z370 AORUS GAMING WIFI (rev. 1.0),4.5,376.49,LGA1151,ATX,64 GB,4,Black / Red,64.0
ASRock Z490 Phantom Gaming-ITX/TB3,,,LGA1200,Mini ITX,64 GB,2,Black,64.0
Gigabyte Z590I VISION D,4.0,459.0,LGA1200,Mini ITX,64 GB,2,Black / White,64.0
Asus PRIME A320M-C R2.0,,,AM4,Micro ATX,32 GB,2,Black / Gold,32.0
ASRock B660M Pro RS/ax,5.0,,LGA1700,Micro ATX,128 GB,4,Silver / Black,128.0
EVGA 270-WS-W555-A1,,,2 x LGA1366,HPTX,48 GB,12,Black / Red,48.0
Gigabyte GA-Z97X-Gaming 5,4.0,,LGA1150,ATX,32 GB,4,Black / Red,32.0
Gigabyte GA-Z170-HD3 DDR3,5.0,,LGA1151,ATX,64 GB,4,Black / Gold,64.0
ASRock AB350M-HDV,3.5,,AM4,Micro ATX,32 GB,2,Black / White,32.0
Asus PRIME X299-DELUXE,4.0,,LGA2066,ATX,128 GB,8,Black / Silver,128.0
Asus ROG STRIX B360-I GAMING,5.0,,LGA1151,Mini ITX,32 GB,2,Black / Silver,32.0
Gigabyte Z590 GAMING X,5.0,,LGA1200,ATX,128 GB,4,Black / Silver,128.0
MSI PRO Z790-P,,,LGA1700,ATX,192 GB,4,Black / Silver,192.0
EVGA Z790 CLASSIFIED,,,LGA1700,EATX,128 GB,4,Black,128.0
ASRock B760M Pro-A WiFi,,,LGA1700,Micro ATX,192 GB,4,White / Black,192.0
ASRock X570 Extreme4,3.0,,AM4,ATX,128 GB,4,Black / Silver,128.0
Asus M5A78L-M LX PLUS,3.5,261.98,AM3+,Micro ATX,16 GB,2,Black / Blue,16.0
ASRock Z590M-ITX/ax,5.0,,LGA1200,Mini ITX,64 GB,2,Silver / Black,64.0
Asus Rampage IV Gene,4.5,,LGA2011,Micro ATX,32 GB,4,Black / Red,32.0
Asus Maximus V Formula,4.5,,LGA1155,EATX,32 GB,4,Black / Red,32.0
MSI Z87-GD65 Gaming,4.5,,LGA1150,ATX,32 GB,4,Black / Red,32.0
ASRock Z97 Extreme6,4.5,,LGA1150,ATX,32 GB,4,Black / Blue,32.0
Asus Z97-E,4.5,,LGA1150,ATX,32 GB,4,Black / Gold,32.0
Gigabyte GA-B85M-DS3H-A,4.5,,LGA1150,Micro ATX,32 GB,4,Black,32.0
ASRock Z170 Pro4S,4.5,,LGA1151,ATX,64 GB,4,Black / Orange,64.0
Asus X99-E,,,LGA2011-3,ATX,128 GB,8,Black / Silver,128.0
ASRock Fatal1ty AB350 Gaming K4,4.5,,AM4,ATX,64 GB,4,Black / Red,64.0
Gigabyte GA-AX370-Gaming,3.5,,AM4,ATX,64 GB,4,Black / Red,64.0
ASRock B360 Pro4,5.0,,LGA1151,ATX,64 GB,4,Black / Silver,64.0
Asus ROG MAXIMUS XI CODE,4.0,,LGA1151,ATX,128 GB,4,Black,128.0
MSI MAG Z390M MORTAR,4.0,,LGA1151,Micro ATX,128 GB,4,Black / Silver,128.0
MSI A320M PRO-M2 V2,5.0,,AM4,Micro ATX,32 GB,2,Brown / Black,32.0
Asus ROG Rampage VI Extreme Encore,,,LGA2066,EATX,256 GB,8,Black / Silver,256.0
Asus PRIME A520M-A/CSM,5.0,,AM4,Micro ATX,128 GB,4,Black / Silver,128.0
Asus ROG STRIX B560-F GAMING WIFI,5.0,,LGA1200,ATX,128 GB,4,Black / Silver,128.0
MSI PRO B660M-P DDR4,4.0,,LGA1700,Micro ATX,128 GB,4,Black / Silver,128.0
Gigabyte B660M AORUS ELITE AX DDR4,,,LGA1700,Micro ATX,128 GB,4,Black,128.0
MSI PRO B860-P,,279.14,LGA1851,ATX,256 GB,4,Silver / Black,256.0
Gigabyte B860M DS3H,,245.81,LGA1851,Micro ATX,256 GB,4,Silver / Black,256.0
Asus P10S WS,4.0,,LGA1151,ATX,64 GB,4,Black,64.0
MSI MAG A520M VECTOR WIFI,,,AM4,Micro ATX,64 GB,2,Black,64.0
Gigabyte B760 AORUS ELITE AX DDR4,,,LGA1700,ATX,128 GB,4,Black / Silver,128.0
Asus P9X79 LE,4.5,759.0,LGA2011,ATX,64 GB,8,Black / Blue,64.0
ASRock H510M-HDV/M.2,,,LGA1200,Micro ATX,64 GB,2,Silver / Black,64.0
ASRock Z690 Phantom Gaming 4/D5,,,LGA1700,ATX,192 GB,4,Black / Silver,192.0
Asus Z97-AR,4.5,,LGA1150,ATX,32 GB,4,Black / Silver,32.0
MSI H110M PRO-VD PLUS,4.5,,LGA1151,Micro ATX,32 GB,2,Black / White,32.0
MSI Z270 TOMAHAWK,4.0,,LGA1151,ATX,64 GB,4,Black / Red,64.0
MSI X470 GAMING M7 AC,4.5,,AM4,ATX,64 GB,4,Black / Silver,64.0
MSI Z370M MORTAR,4.5,,LGA1151,Micro ATX,64 GB,4,Black / Red,64.0
Asus TUF B360M-PLUS GAMING S,4.0,,LGA1151,Micro ATX,64 GB,4,Black / Gold,64.0
Gigabyte Z490 GAMING X,,,LGA1200,ATX,128 GB,4,Black / Silver,128.0
Gigabyte B550M GAMING,,,AM4,Micro ATX,64 GB,2,Black / Silver,64.0
Gigabyte Z790 AORUS XTREME,,,LGA1700,EATX,192 GB,4,Black,192.0
ASRock A620M-C,,,AM5,Micro ATX,256 GB,4,Black,256.0
Asus MAXIMUS VIII EXTREME/ASSEMBLY,,,LGA1151,EATX,64 GB,4,Black / Red,64.0
MSI H77MA-G43,4.0,,LGA1155,Micro ATX,32 GB,4,Black / Blue,32.0
Supermicro MBD-C7P67-O,,,LGA1155,ATX,32 GB,4,Green / Black,32.0
MSI H510M PRO-E,,,LGA1200,Micro ATX,64 GB,2,Black / Silver,64.0
Asus MAXIMUS VIII GENE,4.5,361.98,LGA1151,Micro ATX,64 GB,4,Black / Red,64.0
MSI H97 PC MATE,4.5,,LGA1150,ATX,32 GB,4,Black / Blue,32.0
Gigabyte Z490 AORUS ELITE,4.5,476.0,LGA1200,ATX,128 GB,4,Black / Silver,128.0
Asus PRIME H510M-A R2.0,3.0,,LGA1200,Micro ATX,64 GB,2,Silver / Black,64.0
Gigabyte GA-X79-UP4,4.0,,LGA2011,ATX,64 GB,8,Black / Gray,64.0
Asus Z87-K,4.0,,LGA1150,ATX,32 GB,4,,32.0
Asus B75M-Plus,,,LGA1155,Micro ATX,32 GB,4,Black / Blue,32.0
MSI B150M MORTAR,4.5,,LGA1151,Micro ATX,64 GB,4,Black / White,64.0
Asus SABERTOOTH Z170 S,4.5,,LGA1151,ATX,64 GB,4,White / Gray,64.0
Supermicro X10SDV-8C-TLN4F,,,Integrated Xeon D-1541,Mini ITX,64 GB,4,Green,64.0
Asus TUF SABERTOOTH 990FX R3.0,5.0,,AM3+/AM3,ATX,32 GB,4,Black,32.0
Asus MAXIMUS IX FORMULA,4.5,,LGA1151,ATX,64 GB,4,Black,64.0
MSI H110M PRO-VH PLUS,,,LGA1151,Micro ATX,32 GB,2,Brown,32.0
MSI H310M PRO-M2,,,LGA1151,Micro ATX,32 GB,2,Brown / Black,32.0
Asus PRIME H310M-A,,,LGA1151,Micro ATX,32 GB,2,Silver / Black,32.0
Asus TUF B360M-E GAMING,,,LGA1151,Micro ATX,32 GB,2,Orange / Black,32.0
MSI MEG Z390 GODLIKE,5.0,,LGA1151,EATX,128 GB,4,Black,128.0
ASRock H310CM-ITX/ac,5.0,,LGA1151,Mini ITX,32 GB,2,Black / Silver,32.0
Asus PRIME H670-PLUS D4,4.0,,LGA1700,ATX,128 GB,4,Silver / Black,128.0
Asus PRIME H610M-K ARGB,,,LGA1700,Micro ATX,96 GB,2,Black,96.0
MSI B760M GAMING WIFI,,,LGA1700,Micro ATX,96 GB,2,Silver / Black,96.0
MSI MAG Z690 TORPEDO,,378.01,LGA1700,ATX,192 GB,4,Blue / Black,192.0
Gigabyte B760M AORUS PRO AX,5.0,,LGA1700,Micro ATX,192 GB,4,Black / Silver,192.0
NZXT N5 Z690,4.5,239.99,LGA1700,ATX,128 GB,4,Black / White,128.0
Gigabyte B760M GAMING WIFI,,,LGA1700,Micro ATX,128 GB,2,Silver / Black,128.0
Gigabyte B760M D3H,,,LGA1700,Micro ATX,192 GB,4,Black / Gray,192.0
Supermicro MBD-X11SSV-Q-O,,318.52,LGA1151,Mini ITX,32 GB,2,Green,32.0
MSI MEG Z490 GODLIKE,4.5,,LGA1200,EATX,128 GB,4,Black / Silver,128.0
Intel DH67BL,,,LGA1155,Micro ATX,32 GB,4,,32.0
Gigabyte GA-H97N-WIFI,4.5,,LGA1150,Mini ITX,16 GB,2,Black / Silver,16.0
ASRock X99M Extreme4,4.0,,LGA2011-3,Micro ATX,64 GB,4,Black / Blue,64.0
ASRock Fatal1ty Z97M Killer,4.0,,LGA1150,Micro ATX,32 GB,4,Black / Red,32.0
Asus STRIX B250H Gaming,4.5,,LGA1151,ATX,64 GB,4,Black / Red,64.0
Asus TUF B350M-PLUS GAMING,4.0,,AM4,Micro ATX,64 GB,4,Black / Yellow,64.0
ASRock Z370M-ITX/ac,4.5,,LGA1151,Mini ITX,32 GB,2,Black / Silver,32.0
Asus ROG STRIX X370-I GAMING,4.5,,AM4,Mini ITX,32 GB,2,Black / Silver,32.0
MSI H310M PRO-VH,,,LGA1151,Micro ATX,32 GB,2,Brown / Black,32.0
ASRock H310M-HDV,4.5,,LGA1151,Micro ATX,32 GB,2,Black / Silver,32.0
Gigabyte X399 AORUS XTREME,4.5,,sTR4,EATX,128 GB,8,Black / Silver,128.0
Gigabyte C246M-WU4,,,LGA1151,Micro ATX,128 GB,4,Black,128.0
Biostar H310MHP,,,LGA1151,Micro ATX,32 GB,2,Black,32.0
Gigabyte GA-B365M-D3H,4.0,,LGA1151,Micro ATX,64 GB,4,Black / Silver,64.0
Gigabyte B760 GAMING X GEN5,,,LGA1700,ATX,256 GB,4,Black / Gray,256.0
ASRock H610M-HDV,5.0,,LGA1700,Micro ATX,64 GB,2,Gray / Black,64.0
ASRock Z490 Taichi,,910.54,LGA1200,ATX,128 GB,4,Black / Gold,128.0
Asus PRIME H510M-A WIFI,,,LGA1200,Micro ATX,64 GB,2,Black / Silver,64.0
Gigabyte B660M GAMING X AX DDR4,4.0,,LGA1700,Micro ATX,128 GB,4,Black,128.0
Asus KGPE-D16,,,2 x G34,SSI EEB,256 GB,16,Multicolor,256.0
Intel DQ77KB,5.0,,LGA1155,Thin Mini ITX,16 GB,2,Green / Black,16.0
Gigabyte GA-B85M-HD3,4.0,,LGA1150,Micro ATX,16 GB,2,Black,16.0
Asus A68HM-K,2.5,,FM2+,Micro ATX,32 GB,2,Black / Gold,32.0
MSI Z170M Mortar,4.5,,LGA1151,Micro ATX,64 GB,4,Black / Silver,64.0
Gigabyte GA-H170M-D3H,4.5,,LGA1151,Micro ATX,64 GB,4,Black / Gold,64.0
ASRock X99 Taichi,4.5,,LGA2011-3,ATX,128 GB,8,Black / White,128.0
MSI X299 RAIDER,4.5,,LGA2066,ATX,128 GB,8,Black / Silver,128.0
MSI Z370 PC PRO,4.0,,LGA1151,ATX,64 GB,4,Black / White,64.0
MSI B350 TOMAHAWK PLUS,3.5,,AM4,ATX,64 GB,4,Black / Red,64.0
Gigabyte GA-H110-D3A,,,LGA1151,ATX,32 GB,2,Black,32.0
Asus ROG STRIX B360-G GAMING,,,LGA1151,Micro ATX,64 GB,4,Red / Black,64.0
Asus Prime X299-Deluxe II,,,LGA2066,ATX,128 GB,8,White / Black,128.0
Asus PRIME B365M-K,,,LGA1151,Micro ATX,32 GB,2,Black / Silver,32.0
ASRock H410M-HDV,4.0,,LGA1200,Micro ATX,64 GB,2,Black / Silver,64.0
EVGA Z690 DARK K|NGP|N,4.5,,LGA1700,EATX,64 GB,2,Black / Gold,64.0
MSI Z590 PRO WIFI (CEC),,,LGA1200,ATX,128 GB,4,Black / Silver,128.0
Asus PRIME B850M-K,,,AM5,Micro ATX,128 GB,2,Black / Silver,128.0
Asus PRIME B860M-A WIFI,,,LGA1851,Micro ATX,256 GB,4,Silver / Black,256.0
MSI Z270I GAMING PRO CARBON AC,4.5,400.0,LGA1151,Mini ITX,32 GB,2,Black / Silver,32.0
Biostar Z690 VALKYRIE,,865.65,LGA1700,ATX,192 GB,4,Black / Gray,192.0
Gigabyte Z590 UD,4.0,,LGA1200,ATX,128 GB,4,Black,128.0
Asus F2A85-M PRO,4.5,,FM2,Micro ATX,64 GB,4,Black / Blue,64.0
Zotac GF9300-K-E,2.5,,LGA775,Mini ITX,8 GB,2,Black / Yellow,8.0
Asus H81I-PLUS,4.0,,LGA1150,Mini ITX,16 GB,2,Black / Gold,16.0
MSI H81M-E33,3.5,,LGA1150,Micro ATX,16 GB,2,Black / Blue,16.0
Asus MAXIMUS VII FORMULA,4.5,,LGA1150,ATX,32 GB,4,Black / Red,32.0
MSI G41M4-F,,,LGA775,Micro ATX,8 GB,2,Red,8.0
Asus Z170M-PLUS,4.0,,LGA1151,Micro ATX,64 GB,4,Black / Gold,64.0
Asus H110M-E/M.2,4.0,,LGA1151,Micro ATX,32 GB,2,Black / Gold,32.0
MSI Z370 GAMING PRO CARBON AC,3.5,,LGA1151,ATX,64 GB,4,Black,64.0
Gigabyte Z370M DS3H,5.0,,LGA1151,Micro ATX,64 GB,4,Black / Silver,64.0
Gigabyte Z490 AORUS ULTRA,4.0,,LGA1200,ATX,128 GB,4,Black / Silver,128.0
Gigabyte B460M AORUS PRO,,,LGA1200,Micro ATX,128 GB,4,Black / Orange,128.0
Asus TUF GAMING H570-PRO WIFI,,,LGA1200,ATX,128 GB,4,Black / Silver,128.0
MSI MPG Z590M GAMING EDGE WIFI,5.0,,LGA1200,Micro ATX,128 GB,4,Black,128.0
Asus PRIME H610M-R,,,LGA1700,Micro ATX,96 GB,2,Black,96.0
Gigabyte B850 EAGLE ICE,,,AM5,ATX,256 GB,4,White,256.0
Asus Pro A620M-DASH-CSM,,,AM5,Micro ATX,96 GB,2,Green,96.0
MSI PRO B760M-G DDR4,,,LGA1700,Micro ATX,64 GB,2,Black,64.0
Asus PRIME B860M-K,,204.2,LGA1851,Micro ATX,128 GB,2,Silver / Black,128.0
Asus ROG Maximus XIII Extreme,,634.79,LGA1200,EATX,128 GB,4,Silver / Black,128.0
Gigabyte H370 HD3,,,LGA1151,ATX,64 GB,4,Black / Silver,64.0
Asus PRIME H770-PLUS,,,LGA1700,ATX,192 GB,4,Silver / Black,192.0
Asus PRIME Z890-P WIFI-CSM,,,LGA1851,ATX,192 GB,4,Black / Silver,192.0
Supermicro X10SL7-F,,424.48,LGA1150,Micro ATX,32 GB,4,Black / Green,32.0
Gigabyte B650 Gaming X,,,AM5,ATX,192 GB,4,Black,192.0
Gigabyte GA-X79S-UP5-WIFI,5.0,,LGA2011,EATX,64 GB,8,Black / Blue,64.0
Asus P8H61-I R2.0,4.5,,LGA1155,Mini ITX,16 GB,2,Black / Blue,16.0
MSI B85M-E45,3.0,,LGA1150,Micro ATX,32 GB,4,Black / Blue,32.0
ASRock Fatal1ty X99M Killer/3.1,4.0,,LGA2011-3,Micro ATX,64 GB,4,Black / Red,64.0
MSI 990FXA-GAMING,4.5,,AM3+/AM3,ATX,32 GB,4,Black / Red,32.0
Gigabyte GA-Z170X-UD3,4.5,,LGA1151,ATX,64 GB,4,Black / Gold,64.0
Gigabyte GA-Z170X-Gaming G1,,,LGA1151,EATX,64 GB,4,Black / Red,64.0
Gigabyte GA-Z170MX-Gaming 5,4.5,,LGA1151,Micro ATX,64 GB,4,Black / Red,64.0
Gigabyte Z370 AORUS Ultra Gaming (rev. 1.0),5.0,,LGA1151,ATX,64 GB,4,Black / Red,64.0
EVGA X299 DARK,4.0,,LGA2066,EATX,64 GB,4,Black / Silver,64.0
ASRock H370M-ITX/ac,5.0,,LGA1151,Mini ITX,32 GB,2,Black / Silver,32.0
Gigabyte B360M AORUS GAMING 3,,,LGA1151,Micro ATX,64 GB,4,Black / Orange,64.0
ASRock 760GM-HDV,,,AM3+/AM3,Micro ATX,32 GB,2,Black / Blue,32.0
Asus ROG STRIX B460-H GAMING,4.5,,LGA1200,ATX,128 GB,4,Black / Red,128.0
MSI MPG B460I GAMING EDGE WIFI,4.0,,LGA1200,Mini ITX,64 GB,2,Black / Silver,64.0
Gigabyte B550 AORUS PRO AX,4.5,,AM4,ATX,128 GB,4,Black,128.0
Asus ROG STRIX B560-I GAMING WIFI,,,LGA1200,Mini ITX,64 GB,2,Black,64.0
EVGA X570 FTW WIFI,4.0,,AM4,ATX,128 GB,4,Black,128.0
ASRock Fatal1ty Z170 Gaming-ITX/ac,4.0,269.99,LGA1151,Mini ITX,32 GB,2,Black / Red,32.0
Gigabyte Z890 EAGLE,,,LGA1851,ATX,256 GB,4,Gray / Black,256.0
ASRock X570D4U,,359.99,AM4,Micro ATX,128 GB,4,Green,128.0
MSI B150M PRO-VDH,5.0,,LGA1151,Micro ATX,64 GB,4,Brown / Black,64.0
MSI B150A Gaming Pro,4.0,,LGA1151,ATX,64 GB,4,Black / Red,64.0
Asus Z170 PRO GAMING/AURA,4.5,640.76,LGA1151,ATX,64 GB,4,Black / Silver,64.0
